Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
164,"N Thomas, G Tanase, O Tkachyshyn, J Perdue…","A framework for adaptive algorithm selection in STAPL",2005,"Proceedings of the …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1065944.1065981","https://scholar.google.com/scholar?cites=7242896250265817883&as_sdt=2005&sciodt=0,5&hl=en",11,"2020-05-04 20:20:17","","","","",,,,,164,10.93,33,5,15,"Writing portable programs that perform well on multiple platforms or for varying input sizes and types can be very difficult because performance is often sensitive to the system architecture, the run-time environment, and input data characteristics. This is even more …"
163,"JM Lien, NM Amato","Approximate convex decomposition of polyhedra",2007,"Proceedings of the 2007 ACM symposium on Solid …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1236246.1236265","https://scholar.google.com/scholar?cites=3558756235737867015&as_sdt=2005&sciodt=0,5&hl=en",9,"2020-05-04 20:20:17","","","","",,,,,163,12.54,82,2,13,"Decomposition is a technique commonly used to partition complex models into simpler components. While decomposition into convex components results in pieces that are easy to process, such decompositions can be costly to construct and can result in representations …"
157,"JM Lien, J Keyser, NM Amato","Simultaneous shape decomposition and skeletonization",2006,"… of the 2006 ACM symposium on Solid …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1128888.1128919","https://scholar.google.com/scholar?cites=1727176353318637126&as_sdt=2005&sciodt=0,5&hl=en",13,"2020-05-04 20:20:17","","","","",,,,,157,11.21,52,3,14,"Shape decomposition and skeletonization share many common properties and applications. However, they are generally treated as independent computations. In this paper, we propose an iterative approach that simultaneously generates a hierarchical shape …"
141,"JM Lien, OB Bayazit, RT Sowell…","Shepherding behaviors",2004,"… on Robotics and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1308924/","https://scholar.google.com/scholar?cites=2927267686209894300&as_sdt=2005&sciodt=0,5&hl=en",14,"2020-05-04 20:20:17","","","","",,,,,141,8.81,35,4,16,"Shepherding behaviors are a type of flocking behavior in which outside agents guide or control members of a flock. Shepherding behaviors can be found in various forms in nature. For example, herding, covering, patrolling and collecting are common types of shepherding …"
133,"OB Bayazit, JM Lien, NM Amato","Better group behaviors in complex environments using global",2003,"Artif. Life","books.google.com","https://books.google.com/books?hl=en&lr=&id=si_KlRbL1XoC&oi=fnd&pg=PA362&dq=%22nancy+m+amato%22&ots=2CG9f7mThd&sig=oWqFQYX-L9O4EV-b84Sze0oHpFE","https://scholar.google.com/scholar?cites=15396701016375639959&as_sdt=2005&sciodt=0,5&hl=en",15,"2020-05-04 20:20:17","","","","",,,,,133,7.82,44,3,17,"While many methods to simulate flocking behaviors have been proposed, these techniques usually only provide simplistic navigation and planning capabilities because each flock member's behavior depends only on its local environment. In this work, we investigate how …"
133,"G Song, NM Amato","A motion-planning approach to folding: From paper craft to protein folding",2004,"IEEE Transactions on Robotics and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1266645/","https://scholar.google.com/scholar?cites=8238286367290928182&as_sdt=2005&sciodt=0,5&hl=en",17,"2020-05-04 20:20:17","","","","",,,,,133,8.31,67,2,16,"In this paper, we present a framework for studying folding problems from a motion-planning perspective. The version of the motion-planning problem we consider is that of determining a sequence of motions to transform some configuration of a foldable object (the start) into …"
124,"NM Amato, MT Goodrich…","Parallel algorithms for higher-dimensional convex hulls",1994,"Proceedings 35th Annual …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/365724/","https://scholar.google.com/scholar?cites=2290795991159672415&as_sdt=2005&sciodt=0,5&hl=en",16,"2020-05-04 20:20:17","","","","",,,,,124,4.77,41,3,26,"We give fast randomized and deterministic parallel methods for constructing convex hulls in R/sup d/, for any fixed d. Our methods are for the weakest shared-memory model, the EREW PRAM, and have optimal work bounds (with high probability for the randomized methods). In …"
124,"JM Lien, S Rodriguez, JP Malric…","Shepherding behaviors with multiple shepherds",2005,"Proceedings of the …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1570636/","https://scholar.google.com/scholar?cites=2066876605163197042&as_sdt=2005&sciodt=0,5&hl=en",18,"2020-05-04 20:20:17","","","","",,,,,124,8.27,31,4,15,"Shepherding behaviors are a type of group be haviors in which one group (the shepherds) tries to control the motion of another group (the flock). Shepherding behaviors can be found in many forms in nature and have various important robotic applications. In this paper we …"
119,"M Morales, L Tapia, R Pearce, S Rodriguez…","A machine learning approach for feature-sensitive motion planning",2004,"… Foundations of Robotics …","Springer","https://link.springer.com/chapter/10.1007/10991541_25","https://scholar.google.com/scholar?cites=12380445730941513050&as_sdt=2005&sciodt=0,5&hl=en",19,"2020-05-04 20:20:17","","","","",,,,,119,7.44,24,5,16,"Although there are many motion planning techniques, there is no method that outperforms all others for all problem instances. Rather, each technique has different strengths and weaknesses which makes it best-suited for certain types of problems. Moreover, since an …"
117,"NM Amato, LK Dale","Probabilistic roadmap methods are embarrassingly parallel",1999,"… on Robotics and Automation (Cat. No …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/770055/","https://scholar.google.com/scholar?cites=17195299872261998082&as_sdt=2005&sciodt=0,5&hl=en",20,"2020-05-04 20:20:17","","","","",,,,,117,5.57,59,2,21,"In this paper we report on our experience in parallelizing probabilistic roadmap motion planning methods (PRMs). We show that significant, scalable speed-ups can be obtained with relatively little effort on the part of the developer. Our experience is not limited to PRMs …"
110,"A Buss, I Papadopoulos, O Pearce, T Smith…","STAPL: standard template adaptive parallel library",2010,"Proceedings of the 3rd …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1815695.1815713","https://scholar.google.com/scholar?cites=876504609359035464&as_sdt=2005&sciodt=0,5&hl=en",21,"2020-05-04 20:20:17","","","","",,,,,110,11.00,22,5,10,"ABSTRACT The Standard Template Adaptive Parallel Library (stapl) is a high-productivity parallel programming framework that extends C++ and stl with unified support for shared and distributed memory parallelism. stapl provides distributed data structures (pContainers) …"
109,"OB Bayazit, G Song, NM Amato","Enhancing randomized motion planners: Exploring with haptic hints",2001,"Autonomous Robots","Springer","https://link.springer.com/article/10.1023/A:1008981903273","https://scholar.google.com/scholar?cites=3194716346414581396&as_sdt=2005&sciodt=0,5&hl=en",23,"2020-05-04 20:20:17","","","","",,,,,109,5.74,36,3,19,"In this paper, we investigate methods for enabling a human operator and an automatic motion planner to cooperatively solve a motion planning query. Our work is motivated by our experience that automatic motion planners sometimes fail due to the difficulty of discovering …"
108,"OB Bayazit, JM Lien, NM Amato","Roadmap-based flocking for complex environments",2002,"10th Pacific Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1167844/","https://scholar.google.com/scholar?cites=6985463101382643357&as_sdt=2005&sciodt=0,5&hl=en",22,"2020-05-04 20:20:17","","","","",,,,,108,6.00,36,3,18,"Flocking behavior is very common in nature, and there have been ongoing research efforts to simulate such behavior in computer animations and robotics applications. Generally, such work considers behaviors that can be determined independently by each flock member …"
105,"L Rauchwerger, NM Amato, DA Padua","Run-time methods for parallelizing partially parallel loops",1995,"Proceedings of the 9th …","dl.acm.org","https://dl.acm.org/doi/pdf/10.1145/224538.224553","https://scholar.google.com/scholar?cites=9637226926827114095&as_sdt=2005&sciodt=0,5&hl=en",25,"2020-05-04 20:20:17","PDF","","","",,,,,105,4.20,35,3,25,"In this paper we give a new run-time technique for finding an optimal parallel execution schedule for a partially parallel loop, ie, a loop whose parallelization requires synchronization to ensure that the iterations are executed in the correct order. Given the …"
103,"OB Bayazit, G Song, NM Amato","Ligand binding with OBPRM and user input",2001,"Proceedings 2001 ICRA. IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/932673/","https://scholar.google.com/scholar?cites=8188760770966022047&as_sdt=2005&sciodt=0,5&hl=en",26,"2020-05-04 20:20:17","","","","",,,,,103,5.42,34,3,19,"We present a framework for studying ligand binding which is based on techniques recently developed in the robotics motion planning community. We are interested in locating binding sites on the protein for ligand molecule. Our work investigates the performance of a fully …"
102,"JM Lien, SL Thomas, NM Amato","A general framework for sampling on the medial axis of the free space",2003,"2003 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1242288/","https://scholar.google.com/scholar?cites=3483812927124044746&as_sdt=2005&sciodt=0,5&hl=en",24,"2020-05-04 20:20:17","","","","",,,,,102,6.00,34,3,17,"We propose a general framework for sampling the configuration space in which randomly generated configurations, free or not, are retracted onto the medial axis of the free space. Generalizing our previous work, this framework provides a template encompassing all …"
99,"OB Bayazit, JM Lien, NM Amato","Probabilistic roadmap motion planning for deformable objects",2002,"Proceedings 2002 IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1014854/","https://scholar.google.com/scholar?cites=7034247609175704478&as_sdt=2005&sciodt=0,5&hl=en",27,"2020-05-04 20:20:17","","","","",,,,,99,5.50,33,3,18,"In this paper, we investigate methods for motion planning for deformable robots. Our framework is based on a probabilistic roadmap planner. As with traditional motion planning, the planner's goal is to find a valid path for the robot. Unlike typical motion planning, the …"
96,"SA Wilmarth, NM Amato, PF Stiller","Motion planning for a rigid body using random networks on the medial axis of the free space",1999,"… of the fifteenth annual symposium on …","dl.acm.org","https://dl.acm.org/doi/pdf/10.1145/304893.304967","https://scholar.google.com/scholar?cites=16858864218489862169&as_sdt=2005&sciodt=0,5&hl=en",28,"2020-05-04 20:20:17","PDF","","","",,,,,96,4.57,32,3,21,"Several motion planning methods using networks of randomly generated nodes in the free space have been shown to perform well in a number of cases, however their performance degrades when paths are required to pass through narrow passages in the, jree space. In [l …"
92,"S Rodriguez, JM Lien, NM Amato","Planning motion in completely deformable environments",2006,"Proceedings 2006 IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1642072/","https://scholar.google.com/scholar?cites=16139510183748858490&as_sdt=2005&sciodt=0,5&hl=en",29,"2020-05-04 20:20:17","","","","",,,,,92,6.57,31,3,14,"Though motion planning has been studied extensively for rigid and articulated robots, motion planning for deformable objects is an area that has received far less attention. In this paper we present a framework for planning paths in completely deformable, elastic …"
90,"L Rauchwerger, NM Amato, DA Padua","A scalable method for run-time loop parallelization",1995,"International Journal of Parallel …","Springer","https://link.springer.com/article/10.1007/BF02577866","https://scholar.google.com/scholar?cites=16290994395206878806&as_sdt=2005&sciodt=0,5&hl=en",30,"2020-05-04 20:20:17","","","","",,,,,90,3.60,30,3,25,"Current parallelizing compilers do a reasonable job of extracting parallelism from programs with regular, well behaved, statically analyzable access patterns. However, they cannot extract a significant fraction of the avaialable, parallelism if the program has a complex …"
86,"G Song, S Miller, NM Amato","Customizing PRM roadmaps at query time",2001,"Proceedings 2001 ICRA. IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/932823/","https://scholar.google.com/scholar?cites=1253021524240723392&as_sdt=2005&sciodt=0,5&hl=en",31,"2020-05-04 20:20:17","","","","",,,,,86,4.53,29,3,19,"We propose an approach for building and querying probabilistic roadmaps. In the roadmap construction stage, we build coarse roadmaps by performing only an approximate validation of the roadmap nodes and/or edges. In the query stage, the roadmap is validated and …"
85,"O Pearce, T Gamblin, BR De Supinski…","Quantifying the effectiveness of load balance algorithms",2012,"Proceedings of the 26th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2304576.2304601","https://scholar.google.com/scholar?cites=9454531219485956020&as_sdt=2005&sciodt=0,5&hl=en",32,"2020-05-04 20:20:17","","","","",,,,,85,10.63,21,4,8,"Load balance is critical for performance in large parallel applications. An imbalance on today's fastest supercomputers can force hundreds of thousands of cores to idle, and on future exascale machines this cost will increase by over a factor of a thousand. Improving …"
81,"S Rodriguez, S Thomas, R Pearce…","Resampl: A region-sensitive adaptive motion planner",2008,"Algorithmic Foundation of …","Springer","https://link.springer.com/chapter/10.1007/978-3-540-68405-3_18","https://scholar.google.com/scholar?cites=14363305515215359674&as_sdt=2005&sciodt=0,5&hl=en",33,"2020-05-04 20:20:17","","","","",,,,,81,6.75,20,4,12,"Automatic motion planning has applications ranging from traditional robotics to computer-aided design to computational biology and chemistry. While randomized planners, such as probabilistic roadmap methods (prm s) or rapidly-exploring random trees (rrt), have been …"
78,"S Sundaram, I Remmler…","Disassembly sequencing using a motion planning approach",2001,"Proceedings 2001 ICRA …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/932818/","https://scholar.google.com/scholar?cites=9518347804458810998&as_sdt=2005&sciodt=0,5&hl=en",34,"2020-05-04 20:20:17","","","","",,,,,78,4.11,26,3,19,"Our motion planning based approach treats the parts in the assembly as robots and operates in the composite configuration space of the parts' individual configuration spaces. Randomized techniques inspired by recent motion planning methods are used to sample …"
74,"S Thomas, X Tang, L Tapia…","Simulating protein motions with rigidity analysis",2007,"Journal of Computational …","liebertpub.com","https://www.liebertpub.com/doi/abs/10.1089/cmb.2007.R019?casa_token=liPHEMh-ZQ0AAAAA:9O-q8axbHHy3szKoaZWENN-AB7FX-EGSy8tOVWQZYQvdbq-2VUiv-rMr_7CZi4KYIpa8D0cZg3mEtIY","https://scholar.google.com/scholar?cites=7208571196174227733&as_sdt=2005&sciodt=0,5&hl=en",35,"2020-05-04 20:20:17","","","","",,,,,74,5.69,19,4,13,"Protein motions, ranging from molecular flexibility to large-scale conformational change, play an essential role in many biochemical processes. Despite the explosion in our knowledge of structural and functional data, our understanding of protein movement is still …"
73,"X Tang, B Kirkpatrick, S Thomas, G Song…","Using motion planning to study RNA folding kinetics",2005,"Journal of …","liebertpub.com","https://www.liebertpub.com/doi/abs/10.1089/cmb.2005.12.862?casa_token=QBH9vrw5laEAAAAA:D8zUu8EhkQDidDyQzF85zIo_DQCDKn6dSWks16F8Ol6D02mtKHb-e3B6k0zpjtBF_LW6h9_3oEoZGeY","https://scholar.google.com/scholar?cites=10714268239911987506&as_sdt=2005&sciodt=0,5&hl=en",36,"2020-05-04 20:20:17","","","","",,,,,73,4.87,15,5,15,"We propose a novel, motion planning based approach to approximately map the energy landscape of an RNA molecule. A key feature of our method is that it provides a sparse map that captures the main features of the energy landscape which can be analyzed to compute …"
72,"R Pearce, M Gokhale, NM Amato","Scaling techniques for massive scale-free graphs in distributed (external) memory",2013,"2013 IEEE 27th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6569865/","https://scholar.google.com/scholar?cites=9080448850252749834&as_sdt=2005&sciodt=0,5&hl=en",37,"2020-05-04 20:20:17","","","","",,,,,72,10.29,24,3,7,"We present techniques to process large scale-free graphs in distributed memory. Our aim is to scale to trillions of edges, and our research is targeted at leadership class supercomputers and clusters with local non-volatile memory, eg, NAND Flash. We apply an …"
70,"JM Lien, NM Amato","Approximate convex decomposition of polyhedra and its applications",2008,"Computer Aided Geometric Design","Elsevier","https://www.sciencedirect.com/science/article/pii/S0167839608000344","https://scholar.google.com/scholar?cites=18034399838242566301&as_sdt=2005&sciodt=0,5&hl=en",38,"2020-05-04 20:20:17","","","","",,,,,70,5.83,35,2,12,"Decomposition is a technique commonly used to partition complex models into simpler components. While decomposition into convex components results in pieces that are easy to process, such decompositions can be costly to construct and can result in representations …"
69,"G Song, NM Amato","Randomized motion planning for car-like robots with C-PRM",2001,"… Systems. Expanding the Societal Role of …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/973333/","https://scholar.google.com/scholar?cites=7538718631442533577&as_sdt=2005&sciodt=0,5&hl=en",39,"2020-05-04 20:20:17","","","","",,,,,69,3.63,35,2,19,"We propose a new approach for motion planning for nonholonomic car-like robots which is based on a customizable probabilistic roadmap (C-PRM). A major advantage of our approach is that it enables the same roadmap to be efficiently utilized for car-like robots with …"
66,"G Tanase, A Buss, A Fidel, I Papadopoulos…","The STAPL parallel container framework",2011,"ACM SIGPLAN …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2038037.1941586","https://scholar.google.com/scholar?cites=8934785274235018263&as_sdt=2005&sciodt=0,5&hl=en",40,"2020-05-04 20:20:17","","","","",,,,,66,7.33,13,5,9,"The Standard Template Adaptive Parallel Library (STAPL) is a parallel programming infrastructure that extends C++ with support for parallelism. It includes a collection of distributed data structures called pContainers that are thread-safe, concurrent objects, ie …"
66,"J Kim, RA Pearce, NM Amato","Extracting optimal paths from roadmaps for motion planning",2003,"2003 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1241956/","https://scholar.google.com/scholar?cites=4186690150788522016&as_sdt=2005&sciodt=0,5&hl=en",42,"2020-05-04 20:20:17","","","","",,,,,66,3.88,22,3,17,"We present methods for extracting optimal paths from motion planning roadmaps. Our system enables any combination of optimization criteria, such as collision detection, kinematic/dynamic constraints, or minimum clearance, and relaxed definitions of the goal …"
65,"S Thomas, G Song, NM Amato","Protein folding by motion planning",2005,"Physical biology","iopscience.iop.org","https://iopscience.iop.org/article/10.1088/1478-3975/2/4/S09","https://scholar.google.com/scholar?cites=4911849833928771596&as_sdt=2005&sciodt=0,5&hl=en",41,"2020-05-04 20:20:17","","","","",,,,,65,4.33,22,3,15,"We investigate a novel approach for studying protein folding that has evolved from robotics motion planning techniques called probabilistic roadmap methods (PRMs). Our focus is to study issues related to the folding process, such as the formation of secondary and tertiary …"
64,"JE Walter, JL Welch, NM Amato","Distributed reconfiguration of metamorphic robot chains",2000,"Proceedings of the nineteenth annual …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/343477.343542","https://scholar.google.com/scholar?cites=2607394426611335567&as_sdt=2005&sciodt=0,5&hl=en",43,"2020-05-04 20:20:17","","","","",,,,,64,3.20,21,3,20,"The problem we address is the distributed reconfiguration of a metamorphic robotic system composed of any number of two dimensional hexagonal modules from specific initial to specific goal configurations. We present a distributed algorithm for reconfiguring a straight …"
61,"X Tang, S Thomas, L Tapia, DP Giedroc…","Simulating RNA folding kinetics on approximated energy landscapes",2008,"Journal of molecular …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0022283608001733","https://scholar.google.com/scholar?cites=644878412344077637&as_sdt=2005&sciodt=0,5&hl=en",44,"2020-05-04 20:20:17","","","","",,,,,61,5.08,12,5,12,"We present a general computational approach to simulate RNA folding kinetics that can be used to extract population kinetics, folding rates and the formation of particular substructures that might be intermediates in the folding process. Simulating RNA folding kinetics can …"
59,"JE Walter, JL Welch, NM Amato","Distributed reconfiguration of metamorphic robot chains",2004,"Distributed Computing","Springer","https://link.springer.com/article/10.1007/s00446-003-0103-y","https://scholar.google.com/scholar?cites=1086597331954653916&as_sdt=2005&sciodt=0,5&hl=en",47,"2020-05-04 20:20:17","","","","",,,,,59,3.69,20,3,16,"The problem we address is the distributed reconfiguration of a planar metamorphic robotic system composed of any number of hexagonal modules. After presenting a framework for classifying motion planning algorithms for metamorphic robotic systems, we describe …"
57,"OB Bayazit, JM Lien, NM Amato","Better group behaviors using rule-based roadmaps",2004,"Algorithmic Foundations of Robotics V","Springer","https://link.springer.com/chapter/10.1007/978-3-540-45058-0_7","https://scholar.google.com/scholar?cites=3269396029948815463&as_sdt=2005&sciodt=0,5&hl=en",45,"2020-05-04 20:20:17","","","","",,,,,57,3.56,19,3,16,"While techniques exist for simulating group behaviors, these methods usually only provide simplistic navigation and planning capabilities. In this work, we explore the benefits of integrating roadmap-based path planning methods with flocking techniques. We show how …"
57,"JM Lien, NM Amato","Approximate convex decomposition",2004,"Proceedings of the twentieth annual symposium on …","dl.acm.org","https://dl.acm.org/doi/pdf/10.1145/997817.997889","https://scholar.google.com/scholar?cites=12176465517383030683&as_sdt=2005&sciodt=0,5&hl=en",46,"2020-05-04 20:20:17","PDF","","","",,,,,57,3.56,29,2,16,"Decomposition is a technique commonly used to break complex models into sub-models that are easier to handle. Convex decomposition, which partitions the model into convex components, is interesting because many algorithms perform more efficiently on convex …"
57,"R Pearce, M Gokhale, NM Amato","Faster parallel traversal of scale free graphs at extreme scale with vertex delegates",2014,"SC'14: Proceedings of the …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7013032/","https://scholar.google.com/scholar?cites=924139442381235152&as_sdt=2005&sciodt=0,5&hl=en",48,"2020-05-04 20:20:17","","","","",,,,,57,9.50,19,3,6,"At extreme scale, irregularities in the structure of scale-free graphs such as social network graphs limit our ability to analyze these important and growing datasets. A key challenge is the presence of high-degree vertices (hubs), that leads to parallel workload and storage …"
57,"AA Agha-Mohammadi, S Chakravorty…","FIRM: Feedback controller-based Information-state RoadMap-a framework for motion planning under uncertainty",2011,"2011 IEEE/RSJ …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6095010/","https://scholar.google.com/scholar?cites=12751935907513346955&as_sdt=2005&sciodt=0,5&hl=en",50,"2020-05-04 20:20:17","","","","",,,,,57,6.33,19,3,9,"Direct transformation of sampling-based motion planning methods to the Information-state (belief) space is a challenge. The main bottleneck for roadmap-based techniques in belief space is that the incurred costs on different edges of the graph are not independent of each …"
56,"HY Yeh, S Thomas, D Eppstein…","UOBPRM: A uniformly distributed obstacle-based PRM",2012,"2012 IEEE/RSJ …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6385875/","https://scholar.google.com/scholar?cites=8126743257288420409&as_sdt=2005&sciodt=0,5&hl=en",51,"2020-05-04 20:20:17","","","","",,,,,56,7.00,14,4,8,"This paper presents a new sampling method for motion planning that can generate configurations more uniformly distributed on C-obstacle surfaces than prior approaches. Here, roadmap nodes are generated from the intersections between C-obstacles and a set …"
