Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
179,"D Dhurjati, S Kowshik, V Adve","SAFECode: Enforcing alias analysis for weakly typed languages",2006,"ACM SIGPLAN Notices","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1133255.1133999","https://scholar.google.com/scholar?cites=16575203586783384848&as_sdt=2005&sciodt=0,5&hl=en",12,"2020-05-04 20:16:33","","","","",,,,,179,12.79,60,3,14,"Static analysis of programs in weakly typed languages such as C and C++ is generally not sound because of possible memory errors due to dangling pointer references, uninitialized pointers, and array bounds overflow. We describe a compilation strategy for standard C …"
178,"J Criswell, N Dautenhahn…","KCoFI: Complete control-flow integrity for commodity operating system kernels",2014,"2014 IEEE Symposium on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6956571/","https://scholar.google.com/scholar?cites=18423637760752522851&as_sdt=2005&sciodt=0,5&hl=en",13,"2020-05-04 20:16:33","","","","",,,,,178,29.67,59,3,6,"We present a new system, KCoFI, that is the first we know of to provide complete Control-Flow Integrity protection for commodity operating systems without using heavyweight complete memory safety. Unlike previous systems, KCoFI protects commodity operating …"
175,"J Criswell, A Lenharth, D Dhurjati, V Adve","Secure virtual architecture: A safe execution environment for commodity operating systems",2007,"Proceedings of twenty-first …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1294261.1294295","https://scholar.google.com/scholar?cites=1012899715039262089&as_sdt=2005&sciodt=0,5&hl=en",14,"2020-05-04 20:16:33","","","","",,,,,175,13.46,44,4,13,"This paper describes an efficient and robust approach to provide a safe execution environment for an entire operating system, such as Linux, and all its applications. The approach, which we call Secure Virtual Architecture (SVA), defines a virtual, low-level, typed …"
173,"VS Adve, J Mellor-Crummey…","An integrated compilation and performance analysis environment for data parallel programs",1995,"… '95: Proceedings of …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1383186/","https://scholar.google.com/scholar?cites=12836862509460556970&as_sdt=2005&sciodt=0,5&hl=en",11,"2020-05-04 20:16:33","","","","",,,,,173,6.92,58,3,25,"Supporting source-level performance analysis of programs written in data-parallel languages requires a unique degree of integration between compilers and performance analysis tools. Compilers for languages such as High Performance Fortran infer parallelism …"
167,"W Dietz, P Li, J Regehr, V Adve","Understanding integer overflow in C/C++",2015,"ACM Transactions on Software …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2743019","https://scholar.google.com/scholar?cites=5740291445656800053&as_sdt=2005&sciodt=0,5&hl=en",16,"2020-05-04 20:16:33","","","","",,,,,167,33.40,42,4,5,"Integer overflow bugs in C and C++ programs are difficult to track down and may lead to fatal errors or exploitable vulnerabilities. Although a number of tools for finding these bugs exist, the situation is complicated because not all overflows are bugs. Better tools need to be …"
157,"SK Sahoo, ML Li, P Ramachandran…","Using likely program invariants to detect hardware errors",2008,"… and Networks With …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4630072/","https://scholar.google.com/scholar?cites=6472874903595090409&as_sdt=2005&sciodt=0,5&hl=en",15,"2020-05-04 20:16:33","","","","",,,,,157,13.08,39,4,12,"In the near future, hardware is expected to become increasingly vulnerable to faults due to continuously decreasing feature size. Software-level symptoms have previously been used to detect permanent hardware faults. However, they can not detect a small fraction of faults …"
153,"SV Adve","Designing memory consistency models for shared-memory multiprocessors",1993,"","cs.wisc.edu","https://scholar.google.comftp://ftp.cs.wisc.edu/markhill/Theses/sarita_adve.pdf","https://scholar.google.com/scholar?cites=17398644783040955794&as_sdt=2005&sciodt=0,5&hl=en",19,"2020-05-04 20:16:33","PDF","","","",,,,,153,5.67,153,1,27,"The memory consistency model (or memory model) of a shared-memory multiprocessor system influences both the performance and the programmability of the system. The simplest and most intuitive model for programmers, sequential consistency, restricts the use of many …"
146,"V Adve, J Mellor-Crummey","Using integer sets for data-parallel program analysis and optimization",1998,"Proceedings of the ACM SIGPLAN 1998 …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/277650.277721","https://scholar.google.com/scholar?cites=6845061665795053423&as_sdt=2005&sciodt=0,5&hl=en",17,"2020-05-04 20:16:33","","","","",,,,,146,6.64,73,2,22,"In this paper, we describe our experience with using an abstract integer-set framework to develop the Rice dHPF compiler, a compiler for High Performance Fortran. We present simple, yet general formulations of the major computation partitioning and communication …"
128,"VS Adve, R Bagrodia, JC Browne…","POEMS: End-to-end performance design of large parallel adaptive computational systems",2000,"IEEE transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/881716/","https://scholar.google.com/scholar?cites=16333445164729852150&as_sdt=2005&sciodt=0,5&hl=en",18,"2020-05-04 20:16:33","","","","",,,,,128,6.40,32,4,20,"The POEMS project is creating an environment for end-to-end performance modeling of complex parallel and distributed systems, spanning the domains of application software, runtime and operating system software, and hardware architecture. Toward this end, the …"
128,"D Dhurjati, S Kowshik, V Adve, C Lattner","Memory safety without runtime checks or garbage collection",2003,"Proceedings of the 2003 ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/780732.780743","https://scholar.google.com/scholar?cites=2148692892959567788&as_sdt=2005&sciodt=0,5&hl=en",20,"2020-05-04 20:16:33","","","","",,,,,128,7.53,32,4,17,"Traditional approaches to enforcing memory safety of programs rely heavily on runtime checks of memory accesses and on garbage collection, both of which are unattractive for embedded applications. The long-term goal of our work is to enable 100% static …"
126,"J Criswell, N Dautenhahn, V Adve","Virtual ghost: Protecting applications from hostile operating systems",2014,"ACM SIGARCH Computer …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2654822.2541986","https://scholar.google.com/scholar?cites=3489656307598355430&as_sdt=2005&sciodt=0,5&hl=en",21,"2020-05-04 20:16:33","","","","",,,,,126,21.00,42,3,6,"Applications that process sensitive data can be carefully designed and validated to be difficult to attack, but they are usually run on monolithic, commodity operating systems, which may be less secure. An OS compromise gives the attacker complete access to all of an …"
111,"V Adve, C Lattner, M Brukman…","LLVA: A low-level virtual instruction set architecture",2003,"… . 36th Annual IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1253196/","https://scholar.google.com/scholar?cites=16000149251057185230&as_sdt=2005&sciodt=0,5&hl=en",24,"2020-05-04 20:16:33","","","","",,,,,111,6.53,28,4,17,"A virtual instruction set architecture (V-ISA) implemented via a processor-specific software translation layer can provide great flexibility to processor designers. Recent examples such as Crusoe and DAISY, however, have used existing hardware instruction sets as virtual …"
107,"SV Adve, VS Adve, MD Hill, MK Vernon","Comparison of hardware and software cache coherence schemes",1991,"ACM SIGARCH Computer …","dl.acm.org","https://dl.acm.org/doi/pdf/10.1145/115953.115982","https://scholar.google.com/scholar?cites=18290198900204461843&as_sdt=2005&sciodt=0,5&hl=en",22,"2020-05-04 20:16:33","PDF","","","",,,,,107,3.69,27,4,29,"We use mean value analysis models to compare representative hardware and software cache coherence schemes for a large-scale shared-memory system. Our goal is to identify the workloads for which either of the schemes is significantly better. Our methodology …"
106,"Q Yi, V Adve, K Kennedy","Transforming loops to recursion for multi-level memory hierarchies",2000,"Proceedings of the ACM SIGPLAN 2000 …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/349299.349323","https://scholar.google.com/scholar?cites=6718305867229272316&as_sdt=2005&sciodt=0,5&hl=en",25,"2020-05-04 20:16:33","","","","",,,,,106,5.30,35,3,20,"Recently, there have been several experimental and theoretical results showing significant performance benefits of recursive algorithms on both multi-level memory hierarchies and on shared-memory systems. In particular, such algorithms have the data reuse characteristics of …"
103,"H Abdel-Shafi, J Hall, SV Adve…","An evaluation of fine-grain producer-initiated communication in cache-coherent multiprocessors",1997,"… Symposium on High …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/569661/","https://scholar.google.com/scholar?cites=11778356430708649103&as_sdt=2005&sciodt=0,5&hl=en",23,"2020-05-04 20:16:33","","","","",,,,,103,4.48,26,4,23,"Prefetching is a widely used consumer-initiated mechanism to hide communication latency in shared-memory multiprocessors. However, prefetching is inapplicable or insufficient for some communication patterns such as irregular communication, pipelined loops, and …"
102,"V Adve, G Jin, J Mellor-Crummey…","High performance Fortran compilation techniques for parallelizing scientific codes",1998,"SC'98: Proceedings of …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1437298/","https://scholar.google.com/scholar?cites=3829435977293644531&as_sdt=2005&sciodt=0,5&hl=en",26,"2020-05-04 20:16:33","","","","",,,,,102,4.64,26,4,22,"With current compilers for High Performance Fortran (HPF), substantial restructuring and hand-optimization may be required to obtain acceptable performance from an HPF port of an existing Fortran application. A key goal of the Rice dHPF compiler project is to develop …"
100,"D Dhurjati, V Adve","Efficiently detecting all dangling pointer uses in production servers",2006,"International Conference on Dependable …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1633516/","https://scholar.google.com/scholar?cites=3227538109626097845&as_sdt=2005&sciodt=0,5&hl=en",28,"2020-05-04 20:16:33","","","","",,,,,100,7.14,50,2,14,"In this paper, we propose a novel technique to detect all dangling pointer uses at run-time that is efficient enough for production use in server codes. One idea (previously used by electric fence, PageHeap) is to use a new virtual page for each allocation of the program …"
98,"VS Adve, MK Vernon","Parallel program performance prediction using deterministic task graph analysis",2004,"ACM Transactions on Computer Systems (TOCS)","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/966785.966788","https://scholar.google.com/scholar?cites=12148889308833425473&as_sdt=2005&sciodt=0,5&hl=en",27,"2020-05-04 20:16:33","","","","",,,,,98,6.13,49,2,16,"In this article, we consider analytical techniques for predicting detailed performance characteristics of a single shared memory parallel program for a particular input. Analytical models for parallel programs have been successful at providing simple qualitative insights …"
86,"VS Adve","Analyzing the behavior and performance of parallel programs",1993,"","Citeseer","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.42.1011&rep=rep1&type=pdf","https://scholar.google.com/scholar?cites=1199832064783429052&as_sdt=2005&sciodt=0,5&hl=en",30,"2020-05-04 20:16:33","BOOK","","","",,,,,86,3.19,86,1,27,"An analytical performance model for parallel programs can provide qualitative insight as well as efficient quantitative evaluation and prediction of parallel program performance. While stochastic models for parallel programs can represent execution time variance due to …"
85,"RL Bocchino Jr, S Heumann, N Honarmand…","Safe nondeterminism in a deterministic-by-default parallel language",2011,"ACM SIGPLAN …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1925844.1926447","https://scholar.google.com/scholar?cites=16454356247764688588&as_sdt=2005&sciodt=0,5&hl=en",29,"2020-05-04 20:16:33","","","","",,,,,85,9.44,21,4,9,"A number of deterministic parallel programming models with strong safety guarantees are emerging, but similar support for nondeterministic algorithms, such as branch and bound search, remains an open question. We present a language together with a type and effect …"
84,"SK Sahoo, J Criswell, C Geigle, V Adve","Using likely invariants for automated software fault localization",2013,"Proceedings of the eighteenth …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2451116.2451131","https://scholar.google.com/scholar?cites=101753267842818110&as_sdt=2005&sciodt=0,5&hl=en",31,"2020-05-04 20:16:33","","","","",,,,,84,12.00,21,4,7,"We propose an automatic diagnosis technique for isolating the root cause (s) of software failures. We use likely program invariants, automatically generated using correct inputs that are close to the fault-triggering input, to select a set of candidate program locations which …"
82,"N Dautenhahn, T Kasampalis, W Dietz…","Nested kernel: An operating system architecture for intra-kernel privilege separation",2015,"Proceedings of the …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2694344.2694386","https://scholar.google.com/scholar?cites=9884064991175871650&as_sdt=2005&sciodt=0,5&hl=en",33,"2020-05-04 20:16:33","","","","",,,,,82,16.40,21,4,5,"Monolithic operating system designs undermine the security of computing systems by allowing single exploits anywhere in the kernel to enjoy full supervisor privilege. The nested kernel operating system architecture addresses this problem by"" nesting"" a small isolated …"
81,"S Kowshik, D Dhurjati, V Adve","Ensuring code safety without runtime checks for real-time control systems",2002,"… of the 2002 international conference on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/581630.581678","https://scholar.google.com/scholar?cites=12114438771511217382&as_sdt=2005&sciodt=0,5&hl=en",32,"2020-05-04 20:16:33","","","","",,,,,81,4.50,27,3,18,"This paper considers the problem of providing safe programming support and enabling secure online software upgrades for control software in real-time control systems. In such systems, offline techniques for ensuring code safety are greatly preferable to online …"
77,"C Lattner, V Adve","The LLVM compiler framework and infrastructure tutorial",2004,"International Workshop on Languages and Compilers …","Springer","https://link.springer.com/chapter/10.1007/11532378_2","https://scholar.google.com/scholar?cites=12193634404671941555&as_sdt=2005&sciodt=0,5&hl=en",34,"2020-05-04 20:16:33","","","","",,,,,77,4.81,39,2,16,"Abstract The LLVM Compiler Infrastructure (http://llvm. cs. uiuc. edu) is a robust system that is well suited for a wide variety of research and development work. This brief paper introduces the LLVM system and provides pointers to more extensive documentation …"
67,"VS Adve, MK Vernon","The influence of random delays on parallel execution times",1993,"ACM SIGMETRICS Performance Evaluation …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/166962.166982","https://scholar.google.com/scholar?cites=794307900719948747&as_sdt=2005&sciodt=0,5&hl=en",35,"2020-05-04 20:16:33","","","","",,,,,67,2.48,34,2,27,"Stochastic models are widely used for the performance evaluation of parallel programs and systems. The stochastic assumptions in such models exe intended to represent non-deterministic processing requirements as well as random delays due to inter-process …"
67,"Q Yi, K Kennedy, V Adve","Transforming complex loop nests for locality",2004,"The Journal Of Supercomputing","Springer","https://link.springer.com/article/10.1023/B:SUPE.0000011386.69245.f5","https://scholar.google.com/scholar?cites=17032098188251299871&as_sdt=2005&sciodt=0,5&hl=en",36,"2020-05-04 20:16:33","","","","",,,,,67,4.19,22,3,16,"Over the past 20 years, increases in processor speed have dramatically outstripped performance increases for standard memory chips. To bridge this gap, compilers must optimize applications so that data fetched into caches are reused before being displaced …"
66,"C Lattner, V Adve","LLVM language reference manual",2006,"","","","https://scholar.google.com/scholar?cites=14604361661643370827&as_sdt=2005&sciodt=0,5&hl=en",38,"2020-05-04 20:16:33","CITATION","","","",,,,,66,4.71,33,2,14,""
65,"SK Sahoo, J Criswell, V Adve","An empirical study of reported bugs in server software with implications for automated bug diagnosis",2010,"2010 ACM/IEEE 32nd …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6062116/","https://scholar.google.com/scholar?cites=4326653918923363664&as_sdt=2005&sciodt=0,5&hl=en",40,"2020-05-04 20:16:33","","","","",,,,,65,6.50,22,3,10,"Reproducing bug symptoms is a prerequisite for performing automatic bug diagnosis. Do bugs have characteristics that ease or hinder automatic bug diagnosis? In this paper, we conduct a thorough empirical study of several key characteristics of bugs that affect …"
63,"ML Li, P Ramachandran, SK Sahoo…","Trace-based microarchitecture-level diagnosis of permanent hardware faults",2008,"… and Networks With …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4630067/","https://scholar.google.com/scholar?cites=2883778092414856785&as_sdt=2005&sciodt=0,5&hl=en",37,"2020-05-04 20:16:33","","","","",,,,,63,5.25,16,4,12,"As devices continue to scale, future shipped hardware will likely fail due to in-the-field hardware faults. As traditional redundancy-based hardware reliability solutions that tackle these faults will be too expensive to be broadly deployable, recent research has focused on …"
63,"A Lenharth, VS Adve, ST King","Recovery domains: an organizing principle for recoverable operating systems",2009,"ACM Sigplan Notices","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1508284.1508251","https://scholar.google.com/scholar?cites=2067145463511610868&as_sdt=2005&sciodt=0,5&hl=en",39,"2020-05-04 20:16:33","","","","",,,,,63,5.73,21,3,11,"We describe a strategy for enabling existing commodity operating systems to recover from unexpected run-time errors in nearly any part of the kernel, including core kernel components. Our approach is dynamic and request-oriented; it isolates the effects of a fault …"
61,"C Lattner, V Adve","The LLVM instruction set and compilation strategy",2002,"CS Dept., Univ. of Illinois at Urbana-Champaign, Tech …","Citeseer","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.58.40&rep=rep1&type=pdf","https://scholar.google.com/scholar?cites=8368262191765515448&as_sdt=2005&sciodt=0,5&hl=en",41,"2020-05-04 20:16:33","PDF","","","",,,,,61,3.39,31,2,18,"This document introduces the LLVM compiler infrastructure and instruction set, a simple approach that enables sophisticated code transformations at link time, runtime, and in the field. It is a pragmatic approach to compilation, interfering with programmers and tools as …"
58,"D Dhurjati, S Kowshik, V Adve, C Lattner","Memory safety without garbage collection for embedded applications",2005,"ACM Transactions on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1053271.1053275","https://scholar.google.com/scholar?cites=17050041854011462929&as_sdt=2005&sciodt=0,5&hl=en",44,"2020-05-04 20:16:33","","","","",,,,,58,3.87,15,4,15,"Traditional approaches to enforcing memory safety of programs rely heavily on run-time checks of memory accesses and on garbage collection, both of which are unattractive for embedded applications. The goal of our work is to develop advanced compiler techniques …"
57,"V Adve, A Carle, E Granston, S Hiranandani…","Requirements for data-parallel programming environments",1994,"","apps.dtic.mil","https://apps.dtic.mil/docs/citations/ADA470524","https://scholar.google.com/scholar?cites=9033887030743278319&as_sdt=2005&sciodt=0,5&hl=en",42,"2020-05-04 20:16:33","","","","",,,,,57,2.19,11,5,26,"Over the past decade, research in programming systems to support scalable parallel computation has sought ways to provide an efficient machine-independent programming model. Initial efforts concentrated on automatic detection of parallelism using extensions to …"
57,"V Adve, VV Lam, B Ensink","Language and compiler support for adaptive distributed applications",2001,"ACM SIGPLAN Notices","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/384196.384229","https://scholar.google.com/scholar?cites=8558608511095644876&as_sdt=2005&sciodt=0,5&hl=en",43,"2020-05-04 20:16:33","","","","",,,,,57,3.00,19,3,19,"Many distributed applications have to meet their performance or quality-of-service goals in environments where available resources change contantly. Important classes of distributed applications (including distributed multimedia codes, applications for mobile devices, and …"
51,"E Deelman, A Dube, A Hoisie, Y Luo…","POEMS: end-to-end performance design of large parallel adaptive computational systems",1998,"… on Software and …","researchgate.net","https://www.researchgate.net/profile/Rizos_Sakellariou/publication/3188125_POEMS_End-to-end_performance_design_of_large_parallel_adaptive_computational_systems/links/00b4952aba4a9a34e6000000.pdf","https://scholar.google.com/scholar?cites=14504602237371178834&as_sdt=2005&sciodt=0,5&hl=en",45,"2020-05-04 20:16:33","PDF","","","",,,,,51,2.32,10,5,22,"The POEMS project is creating an environment for endto-end performance modeling of complex parallel and distributed systems, spanning the domains of application software, runtime and operating system software, and hardware architecture. To enable end-to-end …"
49,"R Komuravelli, MD Sinclair, J Alsop, M Huzaifa…","Stash: Have your scratchpad and cache it too",2015,"ACM SIGARCH …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2872887.2750374","https://scholar.google.com/scholar?cites=726155759731599310&as_sdt=2005&sciodt=0,5&hl=en",46,"2020-05-04 20:16:33","","","","",,,,,49,9.80,10,5,5,"Heterogeneous systems employ specialization for energy efficiency. Since data movement is expected to be a dominant consumer of energy, these systems employ specialized memories (eg, scratchpads and FIFOs) for better efficiency for targeted data. These memory …"
49,"B Ensink, J Stanley, V Adve","Program control language: a programming language for adaptive distributed applications",2003,"Journal of Parallel and Distributed Computing","Elsevier","https://www.sciencedirect.com/science/article/pii/S0743731503001175","https://scholar.google.com/scholar?cites=10749730547334808069&as_sdt=2005&sciodt=0,5&hl=en",47,"2020-05-04 20:16:33","","","","",,,,,49,2.88,16,3,17,"Many distributed applications must meet stringent performance requirements even when the performance characteristics of the underlying systems and networks vary significantly at runtime. Runtime adaptation can be used to tolerate such changes, but sophisticated …"
41,"B Ensink, V Adve","Coordinating adaptations in distributed systems",2004,"24th International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1281611/","https://scholar.google.com/scholar?cites=5450124499655480268&as_sdt=2005&sciodt=0,5&hl=en",48,"2020-05-04 20:16:33","","","","",,,,,41,2.56,21,2,16,"Distributed applications may use sophisticated runtime adaptation strategies to meet their performance or quality-of-service goals. Coordinating an adaptation that involves multiple processes can require complex communication or synchronization, in addition to …"
41,"C Lattner, V Adve","Automatic pool allocation for disjoint data structures",2002,"Proceedings of the 2002 workshop on Memory …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/773146.773041","https://scholar.google.com/scholar?cites=14131715198885408716&as_sdt=2005&sciodt=0,5&hl=en",50,"2020-05-04 20:16:33","","","","",,,,,41,2.28,21,2,18,"This paper presents an analysis technique and a novel program transformation that can enable powerful optimizations for entire linked data structures. The fully automatic transformation converts ordinary programs to use pool (aka region) allocation for heap …"
40,"VS Adve, R Bagrodia, E Deelman…","Compiler-optimized simulation of large-scale applications on high performance architectures",2002,"Journal of Parallel and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0743731501918003","https://scholar.google.com/scholar?cites=14844161119907908663&as_sdt=2005&sciodt=0,5&hl=en",49,"2020-05-04 20:16:33","","","","",,,,,40,2.22,10,4,18,"In this paper, we propose and evaluate practical, automatic techniques that exploit compiler analysis to facilitate simulation of very large message-passing systems. We use compiler techniques and a compiler-synthesized static task graph model to identify the subset of the …"
40,"V Adve, R Sakellariou","Application representations for multiparadigm performance modeling of large-scale parallel scientific codes",2000,"The International Journal of High …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/109434200001400403?casa_token=BBFjzxszd4YAAAAA:x7xa5y-PXCLmu5fCwrH2Xb3KQ6wUd9YiklkC1GU-zVozntmHldTm7nrLu9b85NLKYOKf-IL11Oan0A","https://scholar.google.com/scholar?cites=5441100243263397186&as_sdt=2005&sciodt=0,5&hl=en",53,"2020-05-04 20:16:33","","","","",,,,,40,2.00,20,2,20,"Effective performance prediction for large parallel applications on very large-scale systems requires a comprehensive modeling approach that combines analytical models, simulation models, and measurement for different application and system components. This paper …"
