Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
95,"R Pellizzoni, P Meredith, M Caccamo…","Hardware runtime monitoring for dependable cots-based real-time embedded systems",2008,"2008 Real-Time …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4700460/","https://scholar.google.com/scholar?cites=12421518116041654149&as_sdt=2005&sciodt=0,5&hl=en",13,"2020-05-04 20:32:12","","","","",,,,,95,7.92,24,4,12,"COTS peripherals are heavily used in the embedded market, but their unpredictability is a threat for high-criticality real-time systems: it is hard or impossible to formally verify COTS components. Instead, we propose to monitor the runtime behavior of COTS peripherals …"
90,"M Caccamo, GC Buttazzo…","Efficient reclaiming in reservation-based real-time systems with variable execution times",2005,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1377158/","https://scholar.google.com/scholar?cites=5456712042496155161&as_sdt=2005&sciodt=0,5&hl=en",14,"2020-05-04 20:32:12","","","","",,,,,90,6.00,30,3,15,"We present a general CPU scheduling methodology for managing overruns in a real-time environment, where tasks may have different criticality, flexible timing constraints, shared resources, and variable execution times. The proposed method enhances, the constant …"
89,"M Caccamo, G Buttazzo, L Sha","Elastic feedback control",2000,"Proceedings 12th Euromicro …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/853999/","https://scholar.google.com/scholar?cites=5678365878790235870&as_sdt=2005&sciodt=0,5&hl=en",15,"2020-05-04 20:32:12","","","","",,,,,89,4.45,30,3,20,"In many real time control applications, the task periods are typically fixed and worst case execution times are used in schedulability analysis. With the advancement of robotics, flexible visual sensing using cameras has become a popular alternative to the use of …"
84,"S Giannecchini, M Caccamo…","Collaborative resource allocation in wireless sensor networks",2004,"… Euromicro Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1310996/","https://scholar.google.com/scholar?cites=9570089340734485613&as_sdt=2005&sciodt=0,5&hl=en",16,"2020-05-04 20:32:12","","","","",,,,,84,5.25,28,3,16,"Traditional real-time resource allocation algorithms assume that the available resources in a system such as total CPU and network bandwidth do not change over time. However, in wireless sensor networks, the amount of available resources on the devices and the …"
84,"S Bak, DK Chivukula, O Adekunle…","The system-level simplex architecture for improved real-time embedded system safety",2009,"2009 15th IEEE Real …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4840571/","https://scholar.google.com/scholar?cites=4328119707672836457&as_sdt=2005&sciodt=0,5&hl=en",19,"2020-05-04 20:32:12","","","","",,,,,84,7.64,21,4,11,"Embedded systems in safety-critical environments demand safety guarantees while providing many useful services that are too complex to formally verify or fully test. Existing application-level fault-tolerance methods, even if formally verified, leave the system …"
83,"G Yao, R Pellizzoni, S Bak, E Betti, M Caccamo","Memory-centric scheduling for multicore hard real-time systems",2012,"Real-Time Systems","Springer","https://link.springer.com/article/10.1007/s11241-012-9158-9","https://scholar.google.com/scholar?cites=1012927376190859830&as_sdt=2005&sciodt=0,5&hl=en",18,"2020-05-04 20:32:12","","","","",,,,,83,10.38,17,5,8,"Memory resources are a serious bottleneck in many real-time multicore systems. Previous work has shown that, in the worst case, execution time of memory intensive tasks can grow linearly with the number of cores in the system. To improve hard real-time utilization, a real …"
81,"M Caccamo, L Sha","Aperiodic servers with resource constraints",2001,"Proceedings 22nd IEEE Real-Time …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/990607/","https://scholar.google.com/scholar?cites=11000027801356597619&as_sdt=2005&sciodt=0,5&hl=en",17,"2020-05-04 20:32:12","","","","",,,,,81,4.26,41,2,19,"Integrating soft and hard activities in a real-time environment has been an active area of research both under fixed priority scheduling and dynamic priority scheduling. Most of the existing work, however, has been done under the assumption that soft real-time tasks and …"
77,"R Pellizzoni, P Meredith, MY Nam, M Sun…","Handling mixed-criticality in SoC-based real-time embedded systems",2009,"Proceedings of the …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1629335.1629367","https://scholar.google.com/scholar?cites=4317772941595310049&as_sdt=2005&sciodt=0,5&hl=en",20,"2020-05-04 20:32:12","","","","",,,,,77,7.00,15,5,11,"ABSTRACT System-on-Chip (SoC) is a promising paradigm to implement safety-critical embedded systems, but it poses significant challenges from a design and verification point of view. In particular, in a mixed-criticality system, low criticality applications must be …"
77,"R Pellizzoni, BD Bui, M Caccamo…","Coscheduling of cpu and i/o transactions in cots-based embedded systems",2008,"2008 Real-Time Systems …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4700437/","https://scholar.google.com/scholar?cites=12267110894614467867&as_sdt=2005&sciodt=0,5&hl=en",21,"2020-05-04 20:32:12","","","","",,,,,77,6.42,19,4,12,"Integrating COTS components in critical real-time systems is challenging. In particular, we show that the interference between cache activity and I/O traffic generated by COTS peripherals can unpredictably slow down a real-time task by up to 44%. To solve this issue …"
75,"S Mohan, S Bak, E Betti, H Yun, L Sha…","S3A: Secure system simplex architecture for enhanced security and robustness of cyber-physical systems",2013,"Proceedings of the 2nd …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2461446.2461456","https://scholar.google.com/scholar?cites=10511694310245289313&as_sdt=2005&sciodt=0,5&hl=en",22,"2020-05-04 20:32:12","","","","",,,,,75,10.71,13,6,7,"The recently discovered'W32. Stuxnet'worm has drastically changed the perception that systems managing critical infrastructure are invulnerable to software security attacks. Here we present an architecture that enhances the security of safety-critical cyber-physical …"
72,"M Bertogna, G Buttazzo, M Marinoni…","Preemption points placement for sporadic task sets",2010,"… Conference on Real …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5562917/","https://scholar.google.com/scholar?cites=13094643598584422955&as_sdt=2005&sciodt=0,5&hl=en",23,"2020-05-04 20:32:12","","","","",,,,,72,7.20,18,4,10,"Limited preemption scheduling has been introduced as a viable alternative to non-preemptive and fully preemptive scheduling when reduced blocking times need to coexist with an acceptable context switch overhead. To achieve this goal, preemptions are allowed …"
69,"M Caccamo, G Buttazzo","Exploiting skips in periodic tasks for enhancing aperiodic responsiveness",1997,"Proceedings Real-Time Systems …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/641294/","https://scholar.google.com/scholar?cites=13780161842475823764&as_sdt=2005&sciodt=0,5&hl=en",24,"2020-05-04 20:32:12","","","","",,,,,69,3.00,35,2,23,"In certain real-time applications, ranging from multimedia to telecommunication systems, timing constraints can be more flexible than scheduling theory usually permits. For example, in video reception, missing a deadline is acceptable, provided that most deadlines are met …"
64,"A Schranzhofer, R Pellizzoni, JJ Chen…","Timing analysis for resource access interference on adaptive resource arbiters",2011,"2011 17th IEEE Real …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5767153/","https://scholar.google.com/scholar?cites=14454716899399486365&as_sdt=2005&sciodt=0,5&hl=en",25,"2020-05-04 20:32:12","","","","",,,,,64,7.11,16,4,9,"Modern multiprocessor and multicore architectures adopt shared resources to meet increased performance requirements. Adaptive arbiters, such as FlexRay, have been adopted to grant access to shared resources. While increasing the performance, timing …"
64,"CS Shih, S Gopalakrishnan, P Ganti…","Template-based real-time dwell scheduling with energy constraint",2003,"The 9th IEEE Real …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1203033/","https://scholar.google.com/scholar?cites=697306494251943320&as_sdt=2005&sciodt=0,5&hl=en",26,"2020-05-04 20:32:12","","","","",,,,,64,3.76,16,4,17,"This paper addresses the scheduling problem of radar dwells in multi-function phase array radars. Well-known and new challenges make it difficult to provide predictable performance for real-time dwell scheduling. We developed the template-based scheduling algorithm to …"
61,"M Caccamo, P Eckman, R John","Current state of ventricular assist devices",2011,"Current heart failure reports","Springer","https://link.springer.com/article/10.1007/s11897-011-0050-z","https://scholar.google.com/scholar?cites=5038054301790572074&as_sdt=2005&sciodt=0,5&hl=en",27,"2020-05-04 20:32:12","","","","",,,,,61,6.78,20,3,9,"Left ventricular assist device (LVAD) support is an accepted treatment of patients with end-stage heart failure. The increased applicability and excellent results with LVADs have revolutionized the treatment options available for such patients. Success with LVADs as …"
57,"PC Ölveczky, M Caccamo","Formal simulation and analysis of the CASH scheduling algorithm in Real-Time Maude",2006,"International Conference on Fundamental …","Springer","https://link.springer.com/chapter/10.1007/11693017_26","https://scholar.google.com/scholar?cites=3793630015059881565&as_sdt=2005&sciodt=0,5&hl=en",28,"2020-05-04 20:32:12","","","","",,,,,57,4.07,29,2,14,"This paper describes the application of the Real-Time Maude tool to the formal specification and analysis of the CASH scheduling algorithm and its suggested modifications. The CASH algorithm is a sophisticated state-of-the-art scheduling algorithm with advanced capacity …"
54,"R Mancuso, R Pellizzoni, M Caccamo…","WCET (m) estimation in multi-core systems using single core equivalence",2015,"2015 27th Euromicro …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7176036/","https://scholar.google.com/scholar?cites=10375703782928158682&as_sdt=2005&sciodt=0,5&hl=en",30,"2020-05-04 20:32:12","","","","",,,,,54,10.80,14,4,5,"Multi-core platforms represent the answer of the industry to the increasing demand for computational capabilities. From a real-time perspective, however, the inherent sharing of resources, such as memory subsystem and I/O channels, creates inter-core timing …"
54,"S Bak, K Manamcheri, S Mitra…","Sandboxing controllers for cyber-physical systems",2011,"2011 IEEE/ACM Second …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5945416/","https://scholar.google.com/scholar?cites=7269198187294273924&as_sdt=2005&sciodt=0,5&hl=en",33,"2020-05-04 20:32:12","","","","",,,,,54,6.00,14,4,9,"Cyber-physical systems bridge the gap between cyber components, typically written in software, and the physical world. Software written with traditional development practices, however, likely contains bugs or unintended interactions among components, which can …"
53,"R Pellizzoni, M Caccamo","Real-time management of hardware and software tasks for FPGA-based embedded systems",2007,"IEEE Transactions on Computers","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4358220/","https://scholar.google.com/scholar?cites=3785377902265037475&as_sdt=2005&sciodt=0,5&hl=en",29,"2020-05-04 20:32:12","","","","",,,,,53,4.08,27,2,13,"Operating systems for reconfigurable devices enable the development of embedded systems where software tasks, running on a CPU, can coexist with hardware tasks running on a reconfigurable hardware device (FPGA). In this work, we consider real-time systems …"
52,"L Sha, X Liu, M Caccamo…","Online control optimization using load driven scheduling",2000,"Proceedings of the 39th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/914703/","https://scholar.google.com/scholar?cites=15484454086315229013&as_sdt=2005&sciodt=0,5&hl=en",31,"2020-05-04 20:32:12","","","","",,,,,52,2.60,13,4,20,"In many real-time control applications, the task periods are typically fixed and worst-case execution times are used in schedulability analysis. With the advancement of robotics, flexible visual sensing using cameras becomes a popular alternative to the use of …"
52,"M Caccamo, G Buttazzo, L Sha","Handling execution overruns in hard real-time control systems",2002,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1017703/","https://scholar.google.com/scholar?cites=15998832822064038082&as_sdt=2005&sciodt=0,5&hl=en",32,"2020-05-04 20:32:12","","","","",,,,,52,2.89,17,3,18,"In many real-time control applications, the task periods are typically fixed and worst-case execution times are used in schedulability analysis. With the advancement of robotics, flexible visual sensing using cameras has become a popular alternative to the use of …"
52,"A Schranzhofer, R Pellizzoni, JJ Chen…","Worst-case response time analysis of resource access models in multi-core systems",2010,"Design Automation …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5523480/","https://scholar.google.com/scholar?cites=17352182598946885074&as_sdt=2005&sciodt=0,5&hl=en",34,"2020-05-04 20:32:12","","","","",,,,,52,5.20,13,4,10,"Multi-processor and multi-core systems are becoming increasingly important in time critical systems. Shared resources, such as shared memory or communication buses are used to share data and read sensors. We consider realtime tasks constituted by superblocks, which …"
52,"R Tabish, R Mancuso, S Wasly…","A real-time scratchpad-centric os for multi-core embedded systems",2016,"2016 IEEE Real …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7461321/","https://scholar.google.com/scholar?cites=13831459072621242939&as_sdt=2005&sciodt=0,5&hl=en",37,"2020-05-04 20:32:12","","","","",,,,,52,13.00,13,4,4,"Multi-core processors have replaced single-core systems in almost every segment of the industry. Unfortunately, their increased complexity often causes a loss of temporal predictability which represents a key requirement for hard real-time systems. Major sources …"
51,"GC Buttazzo, M Caccamo","Minimizing aperiodic response times in a firm real-time environment",1999,"IEEE Transactions on Software …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/748916/","https://scholar.google.com/scholar?cites=2244827581367488771&as_sdt=2005&sciodt=0,5&hl=en",35,"2020-05-04 20:32:12","","","","",,,,,51,2.43,26,2,21,"In certain real-time applications, ranging from multimedia to telecommunication systems, timing constraints can be more flexible than scheduling theory usually permits. In this paper, we deal with the problem of scheduling hybrid sets of tasks, consisting of firm periodic tasks …"
49,"R Pellizzoni, M Caccamo","Toward the predictable integration of real-time cots based systems",2007,"28th IEEE International Real-Time …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4408293/","https://scholar.google.com/scholar?cites=14358379823399577743&as_sdt=2005&sciodt=0,5&hl=en",36,"2020-05-04 20:32:12","","","","",,,,,49,3.77,25,2,13,"The integration phase of real-time COTS-based systems is often problematic because when multiple tasks run concurrently, the interference at the bus level between cache fetching activities and I/O peripheral transactions is significant and causes unpredictable behaviors …"
49,"M Caccamo, G Buttazzo","Optimal scheduling for fault-tolerant and firm real-time systems",1998,"Proceedings Fifth International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/726422/","https://scholar.google.com/scholar?cites=10740668472235040613&as_sdt=2005&sciodt=0,5&hl=en",38,"2020-05-04 20:32:12","","","","",,,,,49,2.23,25,2,22,"Time redundancy is an effective method for achieving fault tolerance in a real time system, when space redundancy cannot be used for cost or weight constraints. The paper presents a fault tolerant scheduling algorithm for real time systems consisting of firm and hard periodic …"
49,"K Manamcheri, S Mitra, S Bak, M Caccamo","A step towards verification and synthesis from simulink/stateflow models",2011,"Proceedings of the 14th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1967701.1967749","https://scholar.google.com/scholar?cites=8347869658404364572&as_sdt=2005&sciodt=0,5&hl=en",40,"2020-05-04 20:32:12","","","","",,,,,49,5.44,12,4,9,"This paper describes a toolkit for synthesizing hybrid supervisory control systems starting from the popular Simulink/Stateflow modeling environment. The toolkit provides a systematic strategy for translating Simulink/Stateflow models to hybrid automata and a discrete …"
48,"S Gopalakrishnan, M Caccamo","Task partitioning with replication upon heterogeneous multiprocessor systems",2006,"12th IEEE Real-Time and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1613336/","https://scholar.google.com/scholar?cites=13029650015529155119&as_sdt=2005&sciodt=0,5&hl=en",39,"2020-05-04 20:32:12","","","","",,,,,48,3.43,24,2,14,"The heterogeneous multiprocessor task partitioning with replication problem involves determining a mapping of recurring tasks upon a set consisting of different processing units in such a way that all tasks meet their timing constraints and no two replicas of the same task …"
47,"L Sha, M Caccamo, R Mancuso, JE Kim, MK Yoon…","Single core equivalent virtual machines for hard real—time computing on multicore processors",2014,"","ideals.illinois.edu","http://www.ideals.illinois.edu/handle/2142/55672","https://scholar.google.com/scholar?cites=9561396340271454023&as_sdt=2005&sciodt=0,5&hl=en",41,"2020-05-04 20:32:12","","","","",,,,,47,7.83,8,6,6,"The benefits of adopting emerging multicore processors include reductions in space, weight, power, and cooling, while increasing CPU bandwidth per processor. However, the existing real-time system engineering process is based on the constant worst case execution time …"
46,"S Bak, TT Johnson, M Caccamo…","Real-time reachability for verified simplex design",2014,"2014 IEEE Real-Time …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7010482/","https://scholar.google.com/scholar?cites=2345820325801335833&as_sdt=2005&sciodt=0,5&hl=en",43,"2020-05-04 20:32:12","","","","",,,,,46,7.67,12,4,6,"The Simplex Architecture ensures the safe use of an unverifiable complex controller by using a verified safety controller and verified switching logic. This architecture enables the safe use of high-performance, untrusted, and complex control algorithms without requiring …"
45,"CS Shih, S Gopalakrishnan, P Ganti…","Scheduling real-time dwells using tasks with synthetic periods",2003,"RTSS 2003. 24th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1253268/","https://scholar.google.com/scholar?cites=15383533564090547436&as_sdt=2005&sciodt=0,5&hl=en",44,"2020-05-04 20:32:12","","","","",,,,,45,2.65,11,4,17,"This paper addresses the problem of scheduling real-time dwells in multi-function phase array radar systems. To keep track of targets, a radar system must meet its timing and energy constraints. We propose a new task model for radar dwells to accurately characterize their …"
44,"R Pellizzoni, M Caccamo","Impact of peripheral-processor interference on WCET analysis of real-time embedded systems",2009,"IEEE Transactions on Computers","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5282496/","https://scholar.google.com/scholar?cites=14262304873320855763&as_sdt=2005&sciodt=0,5&hl=en",42,"2020-05-04 20:32:12","","","","",,,,,44,4.00,22,2,11,"The integration phase of real-time COTS-based systems is challenging. When multiple tasks run concurrently, the interference at the bus level between cache fetching activities and I/O peripheral transactions is significant and causes unpredictable behaviors: experimentally …"
40,"R Pellizzoni, M Caccamo","Adaptive allocation of software and hardware real-time tasks for FPGA-based embedded systems",2006,"12th IEEE Real-Time and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1613337/","https://scholar.google.com/scholar?cites=17196393561436544432&as_sdt=2005&sciodt=0,5&hl=en",45,"2020-05-04 20:32:12","","","","",,,,,40,2.86,20,2,14,"Operating systems for reconfigurable devices enable the development of embedded systems where software tasks, running on a CPU, can coexist with hardware tasks running on a reconfigurable hardware device (FPGA). Furthermore, in such systems relocatable …"
40,"M Caccamo, G Lipari, G Buttazzo","Sharing resources among periodic and aperiodic tasks with dynamic deadlines",1999,"Proceedings 20th IEEE Real …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/818856/","https://scholar.google.com/scholar?cites=2356325395835711888&as_sdt=2005&sciodt=0,5&hl=en",46,"2020-05-04 20:32:12","","","","",,,,,40,1.90,13,3,21,"In this paper, we address the problem of scheduling hybrid task sets consisting of hard periodic and soft aperiodic tasks that may share resources in exclusive mode in a dynamic environment, where tasks are scheduled based on their deadlines. Bounded blocking on …"
40,"JC Hou, Q Wang, BK AlShebli, L Ball…","Pas: A wireless-enabled, sensor-integrated personal assistance system for independent and assisted living",2007,"2007 Joint Workshop …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4438165/","https://scholar.google.com/scholar?cites=11553267317968157234&as_sdt=2005&sciodt=0,5&hl=en",47,"2020-05-04 20:32:12","","","","",,,,,40,3.08,8,5,13,"Advances in networking, sensors, and embedded devices have made it feasible to monitor and provide medical and other assistance to people in their homes. Aging populations will benefit from reduced costs and improved healthcare through assisted living based on these …"
38,"X Liu, Q Wang, W He, M Caccamo, L Sha","Optimal real-time sampling rate assignment for wireless sensor networks",2006,"ACM Transactions on Sensor …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1149283.1149288","https://scholar.google.com/scholar?cites=16112612148069930920&as_sdt=2005&sciodt=0,5&hl=en",48,"2020-05-04 20:32:12","","","","",,,,,38,2.71,8,5,14,"How to allocate computing and communication resources in a way that maximizes the effectiveness of control and signal processing, has been an important area of research. The characteristic of a multi-hop Real-Time Wireless Sensor Network raises new challenges …"
38,"BD Bui, R Pellizzoni, M Caccamo…","Soft real-time chains for multi-hop wireless ad-hoc networks",2007,"13th IEEE Real Time …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4155311/","https://scholar.google.com/scholar?cites=36098442853198801&as_sdt=2005&sciodt=0,5&hl=en",49,"2020-05-04 20:32:12","","","","",,,,,38,2.92,10,4,13,"Prioritized MAC protocols are needed to support soft real-time communication in wireless networks. In this paper, we introduce real-time chain, a new prioritized MAC protocol to support soft real-time data flows in multi-hop wireless ad-hoc networks. By avoiding packet …"
38,"H Yun, G Yao, R Pellizzoni…","Memory bandwidth management for efficient performance isolation in multi-core platforms",2015,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7093151/","https://scholar.google.com/scholar?cites=16398586784392822834&as_sdt=2005&sciodt=0,5&hl=en",51,"2020-05-04 20:32:12","","","","",,,,,38,7.60,10,4,5,"Memory bandwidth in modern multi-core platforms is highly variable for many reasons and it is a big challenge in designing real-time systems as applications are increasingly becoming more memory intensive. In this work, we proposed, designed, and implemented an efficient …"
38,"S Bak, G Yao, R Pellizzoni…","Memory-aware scheduling of multicore task sets for real-time systems",2012,"2012 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6300162/","https://scholar.google.com/scholar?cites=6822900751806086984&as_sdt=2005&sciodt=0,5&hl=en",52,"2020-05-04 20:32:12","","","","",,,,,38,4.75,10,4,8,"Real-time scheduling of memory-intensive applications is a particularly difficult challenge. On a multi-core system, not only is the CPU scheduling an issue, but equally important is the management of mutual interference among tasks caused by simultaneous access to the …"
