Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
453,"G Zhou, C Huang, T Yan, T He, JA Stankovic…","MMSN: Multi-Frequency Media Access Control for Wireless Sensor Networks.",2006,"Infocom","intercom.virginia.edu","https://www.intercom.virginia.edu/~stankovic/psfiles/NFMM.pdf","https://scholar.google.com/scholar?cites=10969151104549432260&as_sdt=2005&sciodt=0,5&hl=en",11,"2020-05-04 02:32:12","PDF","","","",,,,,453,32.36,76,6,14,"Multi-frequency media access control has been well understood in general wireless ad hoc networks, while in wireless sensor networks, researchers still focus on single frequency solutions. In wireless sensor networks, hardware devices are equipped with very limited …"
444,"Q Cao, T Abdelzaher, T He…","Towards optimal sleep scheduling in sensor networks for rare-event detection",2005,"IPSN 2005. Fourth …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1440887/","https://scholar.google.com/scholar?cites=744124569864936264&as_sdt=2005&sciodt=0,5&hl=en",12,"2020-05-04 02:32:12","","","","",,,,,444,29.60,111,4,15,"Lifetime maximization is one key element in the design of sensor-network-based surveillance applications. We propose a protocol for node sleep scheduling that guarantees a bounded-delay sensing coverage while maximizing network lifetime. Our sleep scheduling …"
439,"O Chipara, Z He, G Xing, Q Chen…","Real-time power-aware routing in sensor networks",2006,"… Workshop on Quality …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4015737/","https://scholar.google.com/scholar?cites=5212571829507232546&as_sdt=2005&sciodt=0,5&hl=en",13,"2020-05-04 02:32:12","","","","",,,,,439,31.36,88,5,14,"Many wireless sensor network applications must resolve the inherent conflict between energy efficient communication and the need to achieve desired quality of service such as end-to-end communication delay. To address this challenge, we propose the real-time …"
381,"RK Ganti, N Pham, H Ahmadi, S Nangia…","GreenGPS: a participatory sensing fuel-efficient maps application",2010,"Proceedings of the 8th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1814433.1814450","https://scholar.google.com/scholar?cites=7656952224800151720&as_sdt=2005&sciodt=0,5&hl=en",14,"2020-05-04 02:32:12","","","","",,,,,381,38.10,76,5,10,"This paper develops a navigation service, called GreenGPS, that uses participatory sensing data to map fuel consumption on city streets, allowing drivers to find the most fuel efficient routes for their vehicles between arbitrary end-points. The service exploits measurements of …"
345,"T He, JA Stankovic, TF Abdelzaher…","A spatiotemporal communication protocol for wireless sensor networks",2005,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1501810/","https://scholar.google.com/scholar?cites=11968360139799543889&as_sdt=2005&sciodt=0,5&hl=en",15,"2020-05-04 02:32:12","","","","",,,,,345,23.00,86,4,15,"In this paper, we present a spatiotemporal communication protocol for sensor networks, called SPEED. SPEED is specifically tailored to be a localized algorithm with minimal control overhead. End-to-end soft real-time communication is achieved by maintaining a desired …"
331,"T Abdelzaher, Y Anokwa, P Boda…","Mobiscopes for human spaces",2007,"IEEE pervasive …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4160602/","https://scholar.google.com/scholar?cites=13257401875573478062&as_sdt=2005&sciodt=0,5&hl=en",17,"2020-05-04 02:32:12","","","","",,,,,331,25.46,83,4,13,"Mobiscopes extend the traditional sensor network model, introducing challenges in data management and integrity, privacy, and network system design. Researchers need an architecture and general methodology for designing future mobiscopes. A mobiscope is a …"
327,"T Horvath, T Abdelzaher, K Skadron…","Dynamic voltage scaling in multitier web servers with end-to-end delay control",2007,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4118669/","https://scholar.google.com/scholar?cites=12246728404404642428&as_sdt=2005&sciodt=0,5&hl=en",19,"2020-05-04 02:32:12","","","","",,,,,327,25.15,82,4,13,"The energy and cooling costs of Web server farms are among their main financial expenditures. This paper explores the benefits of dynamic voltage scaling (DVS) for power management in server farms. Unlike previous work, which addressed DVS on individual …"
324,"T He, P Vicaire, T Yan, L Luo, L Gu…","Achieving real-time target tracking usingwireless sensor networks",2006,"12th IEEE Real-Time …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1613321/","https://scholar.google.com/scholar?cites=7179413191076990988&as_sdt=2005&sciodt=0,5&hl=en",20,"2020-05-04 02:32:12","","","","",,,,,324,23.14,54,6,14,"Target tracking systems, consisting of thousands of low-cost sensor nodes, have been used in many application domains such as battlefield surveillance, wildlife monitoring and border security. These applications need to meet certain real-time constraints in response to …"
323,"T Abdelzaher, B Blum, Q Cao, Y Chen…","Envirotrack: Towards an environmental computing paradigm for distributed sensor networks",2004,"24th International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1281625/","https://scholar.google.com/scholar?cites=3879508144992380377&as_sdt=2005&sciodt=0,5&hl=en",21,"2020-05-04 02:32:12","","","","",,,,,323,20.19,65,5,16,"Distributed sensor networks are quickly gaining recognition as viable embedded computing platforms. Current techniques for programming sensor networks are cumbersome, inflexible, and low-level. We introduce EnviroTrack, an object-based distributed middleware system …"
317,"L Gu, D Jia, P Vicaire, T Yan, L Luo…","Lightweight detection and classification for wireless sensor networks in realistic environments",2005,"Proceedings of the 3rd …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1098918.1098941","https://scholar.google.com/scholar?cites=2456499085654590644&as_sdt=2005&sciodt=0,5&hl=en",22,"2020-05-04 02:32:12","","","","",,,,,317,21.13,53,6,15,"ABSTRACT A wide variety of sensors have been incorporated into a spectrum of wireless sensor network (WSN) platforms, providing flexible sensing capability over a large number of low-power and inexpensive nodes. Traditional signal processing algorithms, however …"
317,"D Wang, L Kaplan, H Le, T Abdelzaher","On truth discovery in social sensing: A maximum likelihood estimation approach",2012,"Proceedings of the 11th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2185677.2185737","https://scholar.google.com/scholar?cites=15302889301554088558&as_sdt=2005&sciodt=0,5&hl=en",23,"2020-05-04 02:32:12","","","","",,,,,317,39.63,79,4,8,"This paper addresses the challenge of truth discovery from noisy social sensing data. The work is motivated by the emergence of social sensing as a data collection paradigm of growing interest, where humans perform sensory data collection tasks. A challenge in social …"
311,"TF Abdelzaher, JA Stankovic, C Lu…","Feedback performance control in software services",2003,"IEEE Control Systems …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1200252/","https://scholar.google.com/scholar?cites=3197023509437413434&as_sdt=2005&sciodt=0,5&hl=en",16,"2020-05-04 02:32:12","","","","",,,,,311,18.29,78,4,17,"Web servers. We embody the control-theoretical methodol- ogy for software quality-of-service (QoS) provisioning into a middleware called ControlWare. This middleware provides a generic interface between the computing and control sub- systems of a software application and automates …"
308,"T He, C Huang, BM Blum, JA Stankovic…","Range-free localization and its impact on large scale sensor networks",2005,"ACM Transactions on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1113830.1113837","https://scholar.google.com/scholar?cites=4814121994868948650&as_sdt=2005&sciodt=0,5&hl=en",18,"2020-05-04 02:32:12","","","","",,,,,308,20.53,62,5,15,"With the proliferation of location dependent applications in sensor networks, location awareness becomes an essential capability of sensor nodes. Because coarse accuracy is sufficient for most sensor network applications, solutions in range-free localization are being …"
291,"Q Cao, T Abdelzaher, J Stankovic…","The liteos operating system: Towards unix-like abstractions for wireless sensor networks",2008,"… Information Processing in …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4505477/","https://scholar.google.com/scholar?cites=12106610299640667610&as_sdt=2005&sciodt=0,5&hl=en",24,"2020-05-04 02:32:12","","","","",,,,,291,24.25,73,4,12,"This paper presents LiteOS, a multi-threaded operating system that provides Unix-like abstractions for wireless sensor networks. Aiming to be an easy-to-use platform, LiteOS offers a number of novel features, including:(1) a hierarchical file system and a wireless shell …"
287,"T He, BM Blum, JA Stankovic…","AIDA: Adaptive application-independent data aggregation in wireless sensor networks",2004,"ACM Transactions on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/993396.993406","https://scholar.google.com/scholar?cites=6374855376158564923&as_sdt=2005&sciodt=0,5&hl=en",25,"2020-05-04 02:32:12","","","","",,,,,287,17.94,72,4,16,"Sensor networks, a novel paradigm in distributed wireless communication technology, have been proposed for various applications including military surveillance and environmental monitoring. These systems deploy heterogeneous collections of sensors capable of …"
282,"V Sharma, A Thomas, T Abdelzaher…","Power-aware QoS management in web servers",2003,"RTSS 2003. 24th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1253254/","https://scholar.google.com/scholar?cites=12500634734574163848&as_sdt=2005&sciodt=0,5&hl=en",26,"2020-05-04 02:32:12","","","","",,,,,282,16.59,71,4,17,"Power management in data centers has become an increasingly important concern. Large server installations are designed to handle peak load, which may be significantly larger than in off-peak conditions. The increasing cost of energy consumption and cooling incurred in …"
262,"G Zhou, T He, JA Stankovic…","RID: Radio interference detection in wireless sensor networks",2005,"Proceedings IEEE 24th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1498319/","https://scholar.google.com/scholar?cites=6476764879183619594&as_sdt=2005&sciodt=0,5&hl=en",27,"2020-05-04 02:32:12","","","","",,,,,262,17.47,66,4,15,"In wireless sensor networks, many protocols assume that if node A is able to interfere with node B's packet reception, node B is within node A's communication range. It is also assumed that if node B is within node A's communication range, node A is able to interfere …"
238,"DT Peng, KG Shin…","Assignment and scheduling communicating periodic tasks in distributed real-time systems",1997,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/637388/","https://scholar.google.com/scholar?cites=9550823887184557967&as_sdt=2005&sciodt=0,5&hl=en",28,"2020-05-04 02:32:12","","","","",,,,,238,10.35,79,3,23,"Presents an optimal solution to the problem of allocating communicating periodic tasks to heterogeneous processing nodes (PNs) in a distributed real-time system. The solution is optimal in the sense of minimizing the maximum normalized task response time, called the …"
228,"TF Abdelzaher, N Bhatti","Web server QoS management by adaptive content delivery",1999,"… on Quality of Service. IWQoS'99.(Cat …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/766497/","https://scholar.google.com/scholar?cites=2892844992386340155&as_sdt=2005&sciodt=0,5&hl=en",29,"2020-05-04 02:32:12","","","","",,,,,228,10.86,114,2,21,"The Internet is undergoing substantial changes from a communication and browsing infrastructure to a medium for conducting business and selling a myriad of emerging services. The World-Wide Web provides a uniform and widely-accepted application interface …"
223,"C Lu, JA Stankovic, TF Abdelzaher…","Performance specifications and metrics for adaptive real-time systems",2000,"… 21st IEEE Real …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/895992/","https://scholar.google.com/scholar?cites=6741022778663243695&as_sdt=2005&sciodt=0,5&hl=en",30,"2020-05-04 02:32:12","","","","",,,,,223,11.15,56,4,20,"While early research on real-time computing was concerned with guaranteeing avoidance of undesirable effects, such as overload and deadline misses, adaptive real-time systems are designed to handle such effects dynamically. Various research efforts have addressed the …"
217,"C Lu, Y Lu, TF Abdelzaher…","Feedback control architecture and design methodology for service delay guarantees in web servers",2006,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1668065/","https://scholar.google.com/scholar?cites=13472101532002836386&as_sdt=2005&sciodt=0,5&hl=en",31,"2020-05-04 02:32:12","","","","",,,,,217,15.50,54,4,14,"This paper presents the design and implementation of an adaptive Web server architecture to provide relative and absolute connection delay guarantees for different service classes. The first contribution of this paper is an adaptive architecture based on feedback control …"
217,"RK Ganti, N Pham, YE Tsai…","PoolView: stream privacy for grassroots participatory sensing",2008,"Proceedings of the 6th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1460412.1460440","https://scholar.google.com/scholar?cites=1840723228245270142&as_sdt=2005&sciodt=0,5&hl=en",32,"2020-05-04 02:32:12","","","","",,,,,217,18.08,54,4,12,"This paper develops mathematical foundations and architectural components for providing privacy guarantees on stream data in grassroots participatory sensing applications, where groups of participants use privately-owned sensors to collectively measure aggregate …"
217,"S Yao, S Hu, Y Zhao, A Zhang…","Deepsense: A unified deep learning framework for time-series mobile sensing data processing",2017,"Proceedings of the 26th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3038912.3052577","https://scholar.google.com/scholar?cites=2291690459871747122&as_sdt=2005&sciodt=0,5&hl=en",40,"2020-05-04 02:32:12","","","","",,,,,217,72.33,43,5,3,"Mobile sensing and computing applications usually require time-series inputs from sensors, such as accelerometers, gyroscopes, and magnetometers. Some applications, such as tracking, can use sensed acceleration and rate of rotation to calculate displacement based …"
201,"Q Cao, T Abdelzaher","Scalable logical coordinates framework for routing in wireless sensor networks",2006,"ACM Transactions on Sensor Networks (TOSN)","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1218556.1218561","https://scholar.google.com/scholar?cites=9334657821283425835&as_sdt=2005&sciodt=0,5&hl=en",35,"2020-05-04 02:32:12","","","","",,,,,201,14.36,101,2,14,"In this article, we present logical coordinates based routing (LCR), a novel framework for scalable and location-independent routing in wireless sensor networks. LCR assigns each node a logical coordinate vector, and routes packets following these vectors. We …"
200,"TF Abdelzaher, N Bhatti","Web content adaptation to improve server overload behavior",1999,"Computer Networks","Elsevier","https://www.sciencedirect.com/science/article/pii/S1389128699000316","https://scholar.google.com/scholar?cites=13102369518818319351&as_sdt=2005&sciodt=0,5&hl=en",33,"2020-05-04 02:32:12","","","","",,,,,200,9.52,100,2,21,"This paper presents a study of Web content adaptation to improve server overload performance, as well as an implementation of a Web content adaptation software prototype. When the request rate on a Web server increases beyond server capacity, the server …"
193,"R Zhang, C Lu, TF Abdelzaher…","Controlware: A middleware architecture for feedback control of software performance",2002,"Proceedings 22nd …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1022267/","https://scholar.google.com/scholar?cites=6829577211625825588&as_sdt=2005&sciodt=0,5&hl=en",34,"2020-05-04 02:32:12","","","","",,,,,193,10.72,48,4,18,"Attainment of software performance assurances in open, largely unpredictable environments has recently become an important focus for real-time research. Unlike closed embedded systems, many contemporary distributed real-time applications operate in environments …"
187,"Y Lu, T Abdelzaher, C Lu, L Sha…","Feedback control with queueing-theoretic prediction for relative delay guarantees in web servers",2003,"The 9th IEEE Real-Time …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1203053/","https://scholar.google.com/scholar?cites=11618682266365647663&as_sdt=2005&sciodt=0,5&hl=en",37,"2020-05-04 02:32:12","","","","",,,,,187,11.00,37,5,17,"The use of feedback control theory for performance guarantees in QoS-aware systems has gained much attention in recent years. In this paper, we investigate merging, within a single framework, the predictive power of queueing theory with the reactive power of feedback …"
181,"RK Ganti, P Jayachandran, TF Abdelzaher…","Satire: a software architecture for smart attire",2006,"Proceedings of the 4th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1134680.1134693","https://scholar.google.com/scholar?cites=17961007464107023096&as_sdt=2005&sciodt=0,5&hl=en",36,"2020-05-04 02:32:12","","","","",,,,,181,12.93,45,4,14,"Personal instrumentation and monitoring services that collect and archive the physical activities of a user have recently been introduced for various medical, personal, safety, and entertainment purposes. A general software architecture is needed to support different …"
180,"JA Stankovic, T He, T Abdelzaher…","Feedback control scheduling in distributed real-time systems",2001,"… 22nd IEEE Real …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/990596/","https://scholar.google.com/scholar?cites=13298297637019504221&as_sdt=2005&sciodt=0,5&hl=en",39,"2020-05-04 02:32:12","","","","",,,,,180,9.47,45,4,19,"Distributed soft real-time systems are becoming increasingly unpredictable due to several important factors such as the increasing use of commercial-off-the-shelf components, the trend towards open systems, and the proliferation of data-driven applications whose …"
179,"Q Cao, T Yan, J Stankovic, T Abdelzaher","Analysis of target detection performance for wireless sensor networks",2005,"International Conference on …","Springer","https://link.springer.com/chapter/10.1007/11502593_22","https://scholar.google.com/scholar?cites=9985885742544092970&as_sdt=2005&sciodt=0,5&hl=en",41,"2020-05-04 02:32:12","","","","",,,,,179,11.93,45,4,15,"In surveillance and tracking applications, wireless sensor nodes collectively monitor the existence of intruding targets. In this paper, we derive closed form results for predicting surveillance performance attributes, represented by detection probability and average …"
178,"IH Hou, YE Tsai, TF Abdelzaher…","Adapcode: Adaptive network coding for code updates in wireless sensor networks",2008,"IEEE INFOCOM 2008 …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4509806/","https://scholar.google.com/scholar?cites=12657010787361215992&as_sdt=2005&sciodt=0,5&hl=en",38,"2020-05-04 02:32:12","","","","",,,,,178,14.83,45,4,12,"Code updates, such as those for debugging purposes, are frequent and expensive in the early development stages of wireless sensor network applications. We propose AdapCode, a reliable data dissemination protocol that uses adaptive network coding to reduce …"
175,"L Sha, X Liu, Y Lu, T Abdelzaher","Queueing model based network server performance control",2002,"23rd IEEE Real-Time …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1181564/","https://scholar.google.com/scholar?cites=16489344859139739573&as_sdt=2005&sciodt=0,5&hl=en",42,"2020-05-04 02:32:12","","","","",,,,,175,9.72,44,4,18,"Controlling the timing performance of a network server is a challenging problem. This paper presents a Queueing Model Based Feedback Control approach to keep the timing performance of a network server close to the service level specification. We show that in an …"
170,"M Srivastava, T Abdelzaher…","Human-centric sensing",2012,"… Transactions of the …","royalsocietypublishing.org","https://royalsocietypublishing.org/doi/abs/10.1098/rsta.2011.0244","https://scholar.google.com/scholar?cites=2737382345524911802&as_sdt=2005&sciodt=0,5&hl=en",46,"2020-05-04 02:32:12","","","","",,,,,170,21.25,57,3,8,"The first decade of the century witnessed a proliferation of devices with sensing and communication capabilities in the possession of the average individual. Examples range from camera phones and wireless global positioning system units to sensor-equipped …"
167,"HK Le, D Henriksson…","A practical multi-channel media access control protocol for wireless sensor networks",2008,"… Conference on Information …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4505464/","https://scholar.google.com/scholar?cites=4525565089387653277&as_sdt=2005&sciodt=0,5&hl=en",45,"2020-05-04 02:32:12","","","","",,,,,167,13.92,56,3,12,"Despite availability of multiple orthogonal communication channels on common sensor network platforms, such as MicaZ motes, and despite multiple simulation-supported designs of multi-channel MAC protocols, most existing sensor networks use only one channel for …"
165,"XO Wang, W Cheng, P Mohapatra…","Artsense: Anonymous reputation and trust in participatory sensing",2013,"2013 Proceedings …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6567058/","https://scholar.google.com/scholar?cites=8767184209731754063&as_sdt=2005&sciodt=0,5&hl=en",47,"2020-05-04 02:32:12","","","","",,,,,165,23.57,41,4,7,"With the proliferation of sensor-embedded mobile computing devices, participatory sensing is becoming popular to collect information from and outsource tasks to participating users. These applications deal with a lot of personal information, eg, users' identities and locations …"
164,"TF Abdelzaher, KG Shin","Combined task and message scheduling in distributed real-time systems",1999,"IEEE Transactions on parallel and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/809575/","https://scholar.google.com/scholar?cites=7092901660783896835&as_sdt=2005&sciodt=0,5&hl=en",43,"2020-05-04 02:32:12","","","","",,,,,164,7.81,82,2,21,"The paper presents an algorithm for offline scheduling of communicating tasks with precedence and exclusion constraints in distributed hard real time systems. Tasks are assumed to communicate via message passing based on a time bounded communication …"
161,"Y Lu, A Saxena, TF Abdelzaher","Differentiated caching services; a control-theoretical approach",2001,"… 21st International Conference …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/918992/","https://scholar.google.com/scholar?cites=17478901309982118846&as_sdt=2005&sciodt=0,5&hl=en",44,"2020-05-04 02:32:12","","","","",,,,,161,8.47,54,3,19,"The increasing diversity of Internet appliances calls for an architecture for performance differentiation on information access. The World Wide Web is the dominant interface for information access today. Web proxy caching is the key performance accelerator in the Web …"
160,"D Wang, MT Amin, S Li, T Abdelzaher…","Using humans as sensors: an estimation-theoretic perspective",2014,"… -14 Proceedings of …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6846739/","https://scholar.google.com/scholar?cites=10154640507264251104&as_sdt=2005&sciodt=0,5&hl=en",50,"2020-05-04 02:32:12","","","","",,,,,160,26.67,32,5,6,"The explosive growth in social network content suggests that the largest “sensor network” yet might be human. Extending the participatory sensing model, this paper explores the prospect of utilizing social networks as sensor networks, which gives rise to an interesting …"
151,"Y Lu, T Abdelzaher, C Lu, G Tao","An adaptive control framework for qos guarantees and its application to differentiated caching",2002,"… on Quality of Service (Cat. No …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1006571/","https://scholar.google.com/scholar?cites=13604636909972843940&as_sdt=2005&sciodt=0,5&hl=en",49,"2020-05-04 02:32:12","","","","",,,,,151,8.39,38,4,18,"Software mechanisms that enforce QoS guarantees often require knowledge of platform capacity and resource demand. This requirement calls for performance measurements and profiling upon platform upgrades, failures, or new installations. The cost of performing such …"
146,"TF Abdelzaher, V Sharma, C Lu","A utilization bound for aperiodic tasks and priority driven scheduling",2004,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1261839/","https://scholar.google.com/scholar?cites=2256679802911429483&as_sdt=2005&sciodt=0,5&hl=en",48,"2020-05-04 02:32:12","","","","",,,,,146,9.13,49,3,16,"Real-time scheduling theory offers constant-time schedulability tests for periodic and sporadic tasks based on utilization bounds. Unfortunately, the periodicity or the minimal interarrival-time assumptions underlying these bounds make them inapplicable to a vast …"
142,"E Seo, P Mohapatra…","Identifying rumors and their sources in social networks",2012,"Ground/air multisensor …","spiedigitallibrary.org","https://www.spiedigitallibrary.org/conference-proceedings-of-spie/8389/83891I/Identifying-rumors-and-their-sources-in-social-networks/10.1117/12.919823.short","https://scholar.google.com/scholar?cites=13194894291725948197&as_sdt=2005&sciodt=0,5&hl=en",52,"2020-05-04 02:32:12","","","","",,,,,142,17.75,47,3,8,"Information that propagates through social networks can carry a lot of false claims. For example, rumors on certain topics can propagate rapidly leading to a large number of nodes reporting the same (incorrect) observations. In this paper, we describe an approach for …"
