Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
40,"JC Hou, Q Wang, BK AlShebli, L Ball…","Pas: A wireless-enabled, sensor-integrated personal assistance system for independent and assisted living",2007,"2007 Joint Workshop …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4438165/","https://scholar.google.com/scholar?cites=11553267317968157234&as_sdt=2005&sciodt=0,5&hl=en",11,"2020-04-28 22:44:16","","","","",,,,,40,3.08,8,5,13,"Advances in networking, sensors, and embedded devices have made it feasible to monitor and provide medical and other assistance to people in their homes. Aging populations will benefit from reduced costs and improved healthcare through assisted living based on these …"
38,"EL Gunter","A broader class of trees for recursive type definitions for HOL",1993,"HOL Users' Group Workshop","Springer","https://link.springer.com/chapter/10.1007/3-540-57826-9_131","https://scholar.google.com/scholar?cites=17420590476749671550&as_sdt=2005&sciodt=0,5&hl=en",12,"2020-04-28 22:44:16","","","","",,,,,38,1.41,38,1,27,"In this paper we describe the construction in Hol of the inductive type of arbitrarily branching labeled trees. Such a type is characterized by an initiality theorem similar to that for finitely branching labeled trees. We discuss how to use this type to extend the system of simple …"
37,"EL Gunter, D Peled","Path exploration tool",1999,"International Conference on Tools and Algorithms for …","Springer","https://link.springer.com/chapter/10.1007/3-540-49059-0_28","https://scholar.google.com/scholar?cites=18238250040420845249&as_sdt=2005&sciodt=0,5&hl=en",13,"2020-04-28 22:44:16","","","","",,,,,37,1.76,19,2,21,"While verification methods are becoming more frequently integrated into software development projects, software testing is still the main method used to search for programming errors. Software testing approaches focus on methods for covering different …"
34,"EJ Bass, KM Feigh, E Gunter…","Formal modeling and analysis for interactive hybrid systems",2011,"… Communications of the …","journal.ub.tu-berlin.de","http://journal.ub.tu-berlin.de/eceasst/article/download/659/680","https://scholar.google.com/scholar?cites=11202935871112165873&as_sdt=2005&sciodt=0,5&hl=en",16,"2020-04-28 22:44:16","PDF","","","",,,,,34,3.78,9,4,9,"An effective strategy for discovering certain kinds of automation surprise and other problems in interactive systems is to build models of the participating (automated and human) agents and then explore all reachable states of the composed system looking for divergences …"
33,"EL Gunter, A Yasmeen, CA Gunter…","Specifying and analyzing workflows for automated identification and data capture",2009,"2009 42nd Hawaii …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4755592/","https://scholar.google.com/scholar?cites=2860452762048124506&as_sdt=2005&sciodt=0,5&hl=en",14,"2020-04-28 22:44:16","","","","",,,,,33,3.00,8,4,11,"Humans use computers to carry out tasks that neither is able to do easily alone: humans provide eyes, hands, and judgment while computers provide computation, networking, and storage. This symbiosis is especially evident in workflows where humans identify objects …"
32,"W Mansky, E Gunter","A framework for formal verification of compiler optimizations",2010,"International Conference on Interactive Theorem …","Springer","https://link.springer.com/chapter/10.1007/978-3-642-14052-5_26","https://scholar.google.com/scholar?cites=5533980746296991088&as_sdt=2005&sciodt=0,5&hl=en",15,"2020-04-28 22:44:16","","","","",,,,,32,3.20,16,2,10,"In this article, we describe a framework for formally verifying the correctness of compiler optimizations. We begin by giving formal semantics to a variation of the TRANS language [6], which is designed to express optimizations as transformations on control-flow graphs …"
31,"EJ Bass, ML Bolton, K Feigh, D Griffith…","Toward a multi-method approach to formalizing human-automation interaction and human-human communications",2011,"… on Systems, Man …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6083935/","https://scholar.google.com/scholar?cites=5344387233111345504&as_sdt=2005&sciodt=0,5&hl=en",17,"2020-04-28 22:44:16","","","","",,,,,31,3.44,6,5,9,"Breakdowns in complex systems often occur as a result of system elements interacting in ways unanticipated by analysts or designers. The use of task behavior as part of a larger, formal system model is potentially useful for analyzing such problems because it allows the …"
29,"S Maharaj, E Gunter","Studying the ML module system in HOL",1994,"HOL Users' Group Workshop","Springer","https://link.springer.com/chapter/10.1007/3-540-58450-1_53","https://scholar.google.com/scholar?cites=8276320008312245654&as_sdt=2005&sciodt=0,5&hl=en",18,"2020-04-28 22:44:16","","","","",,,,,29,1.12,15,2,26,"In an earlier project [5] the dynamic semantics of the Core of Standard ML (SML) was encoded in the HOL theorem-prover. We extend this by adding the dynamic Module system. We then develop a possible dynamic semantics for a Module system with higher-order …"
27,"E Gunter, D Peled","Temporal debugging for concurrent systems",2002,"International Conference on Tools and Algorithms for …","Springer","https://link.springer.com/chapter/10.1007/3-540-46002-0_30","https://scholar.google.com/scholar?cites=8707811361974057497&as_sdt=2005&sciodt=0,5&hl=en",19,"2020-04-28 22:44:16","","","","",,,,,27,1.50,14,2,18,"Temporal logic is often used as the specification formalism for the automatic verification of finite state systems. The automatic temporal verification of a system is a procedure that returns a yes/no answer, and in the latter case also provides a counterexample. In this paper …"
26,"E Bonelli, A Compagnoni, E Gunter","Typechecking safe process synchronization",2005,"Electronic Notes in Theoretical …","Elsevier","https://www.sciencedirect.com/science/article/pii/S157106610505108X","https://scholar.google.com/scholar?cites=2869885040860195032&as_sdt=2005&sciodt=0,5&hl=en",20,"2020-04-28 22:44:16","","","","",,,,,26,1.73,9,3,15,"Session types describe the interactions between two parties within multi-party communications. They constitute a communication protocol in the sense that the order and type of interactions between two parties are specified. For their part, correspondence …"
26,"A Compagnoni, EL Gunter, P Bidinger","Role-based access control for boxed ambients",2008,"Theoretical Computer Science","Elsevier","https://www.sciencedirect.com/science/article/pii/S0304397508000686","https://scholar.google.com/scholar?cites=17464113286278328070&as_sdt=2005&sciodt=0,5&hl=en",21,"2020-04-28 22:44:16","","","","",,,,,26,2.17,9,3,12,"Our society is increasingly moving towards richer forms of information exchange where mobility of processes and devices plays a prominent role. This tendency has prompted the academic community to study the security problems arising from such mobile environments …"
24,"EL Gunter","Doing algebra in simple type theory",1989,"Technical Reports (CIS)","repository.upenn.edu","https://repository.upenn.edu/cgi/viewcontent.cgi?article=1827&context=cis_reports","https://scholar.google.com/scholar?cites=8479762744070727913&as_sdt=2005&sciodt=0,5&hl=en",22,"2020-04-28 22:44:16","PDF","","","",,,,,24,0.77,24,1,31,"To fully utilize the power of higher-order logic in interactive theorem proving, it is desirable to be able to develop abstract areas of Mathematics such as algebra and topology in an automated setting. Theorems provers capable of higher order reasoning have generally had …"
22,"EL Gunter, A Muscholl, D Peled","Compositional message sequence charts",2003,"International Journal on Software Tools …","Springer","https://link.springer.com/article/10.1007/s10009-002-0085-2","https://scholar.google.com/scholar?cites=7686277089163651270&as_sdt=2005&sciodt=0,5&hl=en",23,"2020-04-28 22:44:16","","","","",,,,,22,1.29,7,3,17,"A message sequence chart (MSC) is a standard notation for describing the interaction between communicating objects. It is popular among the designers of communication protocols. MSCs enjoy both a visual and a textual representation. High-level MSCs (HMSCs) …"
20,"A Popescu, EL Gunter…","Strong Normalization for System F by HOAS on Top of FOAS",2010,"2010 25th Annual IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5571067/","https://scholar.google.com/scholar?cites=293623979328731941&as_sdt=2005&sciodt=0,5&hl=en",24,"2020-04-28 22:44:16","","","","",,,,,20,2.00,7,3,10,"We present a point of view concerning HOAS (Higher-Order Abstract Syntax) and an extensive exercise in HOAS along this point of view. The point of view is that HOAS can be soundly and fruitfully regarded as a definitional extension on top of FOAS (First-Order …"
18,"K Bhargavan, CA Gunter, EL Gunter, M Jackson…","The village telephone system: A case study in formal software engineering",1998,"… Conference on Theorem …","Springer","https://link.springer.com/chapter/10.1007/BFb0055129","https://scholar.google.com/scholar?cites=14951209325416894817&as_sdt=2005&sciodt=0,5&hl=en",25,"2020-04-28 22:44:16","","","","",,,,,18,0.82,4,5,22,"In this paper we illustrate the use of formal methods in the development of a benchmark application we call the Village Telephone System which is characteristic of a class of network and telecommunication protocols. The aim is to show an effective integration of …"
15,"A Felty, E Gunter, J Hannan, D Miller…","λProlog: An extended logic programming language",1988,"… on Automated Deduction","Springer","https://link.springer.com/content/pdf/10.1007/BFb0012882.pdf","https://scholar.google.com/scholar?cites=13505686737656564161&as_sdt=2005&sciodt=0,5&hl=en",26,"2020-04-28 22:44:16","","","","",,,,,15,0.47,3,5,32,"The logic programming language AProlog is an extension of conventional Prolog in several different directions. These extensions provide higher-order functions, A-terms, a polymorphic typing discipline, modules, and a mechanism for providing secure abstract datatypes. Our …"
15,"A Popescu, EL Gunter","Incremental pattern-based coinduction for process algebra and its Isabelle formalization",2010,"… Conference on Foundations of Software Science …","Springer","https://link.springer.com/chapter/10.1007/978-3-642-12032-9_9","https://scholar.google.com/scholar?cites=16314005974818391344&as_sdt=2005&sciodt=0,5&hl=en",28,"2020-04-28 22:44:16","","","","",,,,,15,1.50,8,2,10,"We present a coinductive proof system for bisimilarity in transition systems specifiable in the de Simone SOS format. Our coinduction is incremental, in that it allows building incrementally an a priori unknown bisimulation, and pattern-based, in that it works on …"
14,"EL Gunter","Adding external decision procedures to HOL90 securely",1998,"International Conference on Theorem Proving in …","Springer","https://link.springer.com/content/pdf/10.1007/BFb0055134.pdf","https://scholar.google.com/scholar?cites=8057960849437305996&as_sdt=2005&sciodt=0,5&hl=en",27,"2020-04-28 22:44:16","","","","",,,,,14,0.64,14,1,22,"Theorem provers such as HOL90 place a great deal of emphasis on being expres- sive and on being secure. As a result, they are inherently interactive, sometimes to the annoyance of the user. On the other hand, decision procedures, such as BBD's and model checkers [5,6], place …"
14,"A Popescu, EL Gunter","Recursion principles for syntax with bindings and substitution",2011,"ACM SIGPLAN Notices","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2034574.2034819","https://scholar.google.com/scholar?cites=11422497030999461076&as_sdt=2005&sciodt=0,5&hl=en",30,"2020-04-28 22:44:16","","","","",,,,,14,1.56,7,2,9,"We characterize the data type of terms with bindings, freshness and substitution, as an initial model in a suitable Horn theory. This characterization yields a convenient recursive definition principle, which we have formalized in Isabelle/HOL and employed in a series of …"
13,"EL Gunter","Extensions to logic programming motivated by the construction of a generic theorem prover",1989,"International Workshop on Extensions of Logic …","Springer","https://link.springer.com/chapter/10.1007/BFb0038696","https://scholar.google.com/scholar?cites=9061638538082175842&as_sdt=2005&sciodt=0,5&hl=en",29,"2020-04-28 22:44:16","","","","",,,,,13,0.42,13,1,31,"In this article, we discuss several possible extensions to traditional logic programming languages. The specific extensions proposed here fall into two categories: logical extensions and the addition of constructs to allow for increased control. There is a unifying …"
12,"E Gunter, D Peled","Unit checking: Symbolic model checking for a unit of code",2003,"Verification: Theory and Practice","Springer","https://link.springer.com/chapter/10.1007/978-3-540-39910-0_24","https://scholar.google.com/scholar?cites=12589007435294365114&as_sdt=2005&sciodt=0,5&hl=en",31,"2020-04-28 22:44:16","","","","",,,,,12,0.71,6,2,17,"We present a symbolic model checking approach that allows verifying a unit of code, eg, a single procedure or a collection of procedures that interact with each other. We allow temporal specification that make assertions about both the program counters and the …"
12,"E Gunter, L Libkin","OR-SML: A functional database programming language for disjunctive information and its applications",1994,"International Conference on Database and Expert …","Springer","https://link.springer.com/chapter/10.1007/3-540-58435-8_230","https://scholar.google.com/scholar?cites=1251952362268124355&as_sdt=2005&sciodt=0,5&hl=en",32,"2020-04-28 22:44:16","","","","",,,,,12,0.46,6,2,26,"We describe a functional database language OR-SML for handling disjunctive information in database queries, and its implementation on top of Standard ML [12]. The core language has the power of the nested relational algebra, augmented by or-sets which are used to deal …"
12,"E Gunter, R Kurshan, D Peled","PET: An interactive software testing tool",2000,"International Conference on Computer …","Springer","https://link.springer.com/chapter/10.1007/10722167_43","https://scholar.google.com/scholar?cites=2784626876217196950&as_sdt=2005&sciodt=0,5&hl=en",33,"2020-04-28 22:44:16","","","","",,,,,12,0.60,4,3,20,"We describe here the Pet (standing for path exploration tool) system, developed in Bell Labs. This new tool allows an interactive testing of sequential or concurrent programs, using techniques taken from deductive program verification. It automatically generates and …"
11,"EL Gunter, CJ Osborn, A Popescu","Theory support for weak higher order abstract syntax in Isabelle/HOL",2009,"Proceedings of the Fourth …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1577824.1577827","https://scholar.google.com/scholar?cites=896415096429305307&as_sdt=2005&sciodt=0,5&hl=en",34,"2020-04-28 22:44:16","","","","",,,,,11,1.00,4,3,11,"We describe the theoretical underpinnings to support the construction of an extension to the Isabelle/HOL theorem prover to support the creation of datatypes for weak higher-order abstract syntax, and give an example of its application. This theoretical basis is centered …"
10,"D Griffith, EL Gunter","LiquidPi: Inferrable Dependent Session Types",2013,"NASA Formal Methods Symposium","Springer","https://link.springer.com/chapter/10.1007/978-3-642-38088-4_13","https://scholar.google.com/scholar?cites=8329260164068898412&as_sdt=2005&sciodt=0,5&hl=en",35,"2020-04-28 22:44:16","","","","",,,,,10,1.43,5,2,7,"Abstract The Pi Calculus is a popular formalism for modeling distributed computation. Session Types extend the Pi Calculus with a static, inferable type system. Dependent Types allow for a more precise characterization of the behavior of programs, but in their full …"
9,"A Yasmeen, KM Feigh, G Gelman, EL Gunter","Formal analysis of safety-critical system simulations.",2012,"ATACCS","ischool.drexel.edu","http://ischool.drexel.edu/NextGenAA/pdf/ATACSS_TraceAnalysis.pdf","https://scholar.google.com/scholar?cites=2703959474328142030&as_sdt=2005&sciodt=0,5&hl=en",36,"2020-04-28 22:44:16","PDF","","","",,,,,9,1.13,2,4,8,"Safety-critical systems are often large and complex. Usually it is not physically or economically feasible to operate these systems under all variant environmental conditions to analyze possible behaviors. Simulating system behaviors under various different …"
9,"E Gunter","The implementation and use of abstract theories in HOL",1990,"Proceedings of the Third HOL Users Meeting","","","https://scholar.google.com/scholar?cites=10257909079535992319&as_sdt=2005&sciodt=0,5&hl=en",37,"2020-04-28 22:44:16","CITATION","","","",,,,,9,0.30,9,1,30,""
9,"E Gunter, D Peled","Tracing the executions of concurrent programs",2002,"Electronic Notes in Theoretical Computer Science","Elsevier","https://www.sciencedirect.com/science/article/pii/S1571066104805814","https://scholar.google.com/scholar?cites=9598633627643826572&as_sdt=2005&sciodt=0,5&hl=en",38,"2020-04-28 22:44:16","","","","",,,,,9,0.50,5,2,18,"Checking the reliability of software is an ever growing challenge. Fully automatic tools that attempt to cover the entire state space often fail because of state explosion. We present instead a toolset that employs some less-ambitious but useful methods to assist in software …"
8,"CA Gunter, EL Gunter, M Jackson, P Zave","A reference model for requirements and specificationsextended abstract",2000,"Proc. 4th Intl. Conf. on Requirements …","","","https://scholar.google.com/scholar?cites=11481041991579683&as_sdt=2005&sciodt=0,5&hl=en",39,"2020-04-28 22:44:16","CITATION","","","",,,,,8,0.40,2,4,20,""
8,"CA Gunter, EL Gunter, DB MacQueen","An abstract interpretation for ML equality kinds",1991,"International Symposium on …","Springer","https://link.springer.com/chapter/10.1007/3-540-54415-1_43","https://scholar.google.com/scholar?cites=8939459690903597319&as_sdt=2005&sciodt=0,5&hl=en",40,"2020-04-28 22:44:16","","","","",,,,,8,0.28,3,3,29,"The definition of Standard ML provides a form of generic equality which is inferred for certain types, called equality types, on which it is possible to define a computable equality relation. However, the standard definition is incomplete in the sense that there are interesting and …"
8,"CA Gunter, EL Gunter, DB MacQueen","Computing ML equality kinds using abstract interpretation",1993,"Information and Computation","Elsevier","https://www.sciencedirect.com/science/article/pii/S0890540183710709","https://scholar.google.com/scholar?cites=13213121742474050448&as_sdt=2005&sciodt=0,5&hl=en",41,"2020-04-28 22:44:16","","","","",,,,,8,0.30,3,3,27,"The definition of Standard ML provides a form of generic equality which is inferred for certain types, called equality types, on which it is possible to define an equality relation in ML. However, the standard definition is incomplete in the sense that there are interesting and …"
8,"A Yasmeen, EL Gunter","Automated framework for formal operator task analysis",2011,"… of the 2011 International Symposium on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2001420.2001430","https://scholar.google.com/scholar?cites=1385903293191491049&as_sdt=2005&sciodt=0,5&hl=en",42,"2020-04-28 22:44:16","","","","",,,,,8,0.89,4,2,9,"Aberrant behavior of human operators in safety critical systems can lead to severe or even fatal consequences. Human operators are unique in their decision making capability, judgment and nondeterminism. There is a need for a generalized framework that can allow …"
8,"E Bonelli, A Compagnoni, E Gunter","Correspondence assertions for process synchronization in concurrent communications",2004,"Electronic Notes in Theoretical …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1571066104050455","https://scholar.google.com/scholar?cites=5308290307586126109&as_sdt=2005&sciodt=0,5&hl=en",43,"2020-04-28 22:44:16","","","","",,,,,8,0.50,3,3,16,"High-level specification of patterns of communications such as protocols can be modeled elegantly by means of session types [Honda, K., V. Vasconcelos and M. Kubo, Language primitives and type discipline for structured communication-based programming, in: Proc. of …"
8,"E Gunter, S Maharj","Studying the ML module system in HOL",1995,"The Computer Journal","academic.oup.com","https://academic.oup.com/comjnl/article-abstract/38/2/142/368994","https://scholar.google.com/scholar?cites=4109592152942162116&as_sdt=2005&sciodt=0,5&hl=en",44,"2020-04-28 22:44:16","","","","",,,,,8,0.32,4,2,25,"In an earlier project of VanInwegen and Gunter, the dynamic semantics of the Core of Standard ML (SML) was encoded in the HOL theorem-prover. We extend this by adding the dynamic Module system. We then develop a possible dynamic semantics for a Module …"
7,"T Nip, EL Gunter, GL Herman, JW Morphew…","Using a computer-based testing facility to improve student learning in a programming languages and compilers course",2018,"Proceedings of the 49th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3159450.3159500","https://scholar.google.com/scholar?cites=16411918025265884878&as_sdt=2005&sciodt=0,5&hl=en",45,"2020-04-28 22:44:16","","","","",,,,,7,3.50,1,5,2,"While most efforts to improve students' learning in computer science education have focused on designing new pedagogies or tools, comparatively little research has focused on redesigning examinations to improve students' learning. Cognitive science research …"
6,"A Compagnoni, EL Gunter, P Bidinger","Role-based access control in a mobile environment",2006,"","ideals.illinois.edu","http://www.ideals.illinois.edu/handle/2142/11258","https://scholar.google.com/scholar?cites=1192933854236350622&as_sdt=2005&sciodt=0,5&hl=en",46,"2020-04-28 22:44:16","","","","",,,,,6,0.43,2,3,14,"Our society is increasingly moving towards richer forms of information exchange where mobility of processes and devices plays a prominent role. This tendency has prompted the academic community to study the security problems arising from such mobile environments …"
5,"EL Gunter","Pseudo-retract functors for local lattices and bifinte L-domains",1989,"International Conference on Mathematical Foundations …","Springer","https://link.springer.com/chapter/10.1007/BFb0040267","https://scholar.google.com/scholar?cites=9173316349587494944&as_sdt=2005&sciodt=0,5&hl=en",47,"2020-04-28 22:44:16","","","","",,,,,5,0.16,5,1,31,"Recently, a new category of domains used for the mathematical foundations of denotational semantics, that of L-domains, has been under study. In this paper we consider a related category of posets, that of local lattices. First, a completion operator taking posets to local …"
5,"A Yasmeen, EL Gunter","Robustness for protection envelopes with respect to human task variation",2011,"2011 IEEE International Conference …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6083934/","https://scholar.google.com/scholar?cites=6025813188796078633&as_sdt=2005&sciodt=0,5&hl=en",48,"2020-04-28 22:44:16","","","","",,,,,5,0.56,3,2,9,"Safety critical systems can suffer severe and even fatal consequences due to aberrant behavior of human operators. Human operators are unique in their decision making capability, judgment and nondeterminism. There is a need for analyzing the interactions …"
5,"AB Compagnoni, EL Gunter","Types for security in a mobile world",2005,"International Symposium on Trustworthy …","Springer","https://link.springer.com/chapter/10.1007/11580850_6","https://scholar.google.com/scholar?cites=7517174320449728255&as_sdt=2005&sciodt=0,5&hl=en",49,"2020-04-28 22:44:16","","","","",,,,,5,0.33,3,2,15,"Our society is increasingly moving towards richer forms of information exchange where mobility of processes and devices plays a prominent role. This tendency has prompted the academic community to study the security problems arising from such mobile environments …"
5,"EL Gunter, A Yasmeen","Secure broadcast ambients",2008,"International Workshop on Formal Aspects in …","Springer","https://link.springer.com/chapter/10.1007/978-3-642-01465-9_17","https://scholar.google.com/scholar?cites=7121945753195043952&as_sdt=2005&sciodt=0,5&hl=en",50,"2020-04-28 22:44:16","","","","",,,,,5,0.42,3,2,12,"Broadcast mechanism is prevalent in many forms of electronic networks. Modeling broadcast protocols succinctly and reasoning about how secure these protocols are is gaining importance as society increasingly comes to depend on a wide variety of electronic …"
5,"W Mansky, EL Gunter","Verifying optimizations for concurrent programs",2014,"First International Workshop on Rewriting …","drops.dagstuhl.de","https://drops.dagstuhl.de/opus/volltexte/2014/4586/","https://scholar.google.com/scholar?cites=6340722014675004969&as_sdt=2005&sciodt=0,5&hl=en",51,"2020-04-28 22:44:16","","","","",,,,,5,0.83,3,2,6,"While program correctness for compiled languages depends fundamentally on compiler correctness, compiler optimizations are not usually formally verified due to the effort involved, particularly in the presence of concurrency. In this paper, we present a framework …"
4,"W Mansky, EL Gunter","Using locales to define a rely-guarantee temporal logic",2012,"International Conference on Interactive Theorem …","Springer","https://link.springer.com/chapter/10.1007/978-3-642-32347-8_20","https://scholar.google.com/scholar?cites=3246612638147058158&as_sdt=2005&sciodt=0,5&hl=en",52,"2020-04-28 22:44:16","","","","",,,,,4,0.50,2,2,8,"In this paper, we present an agent-based logic called Rely-Guarantee Temporal Logic (RGTL), developed using the Isabelle theorem prover. RGTL provides a formalism for expressing complex temporal-logic specifications of multi-agent systems, as well as a …"
3,"EL Gunter, A Felty","Theorem Proving in Higher Order Logics: 10th International Conference, TPHOLs' 97, Murray Hill, NJ, USA, August 19-22, 1997, Proceedings",1997,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=zU0YarAEgwwC&oi=fnd&pg=PA1&dq=%22elsa+gunter%22&ots=w5XdUpy3_B&sig=kquxci-WOeKG7ajjWQ7NRxGL6o0","https://scholar.google.com/scholar?cites=17325319442175469865&as_sdt=2005&sciodt=0,5&hl=en",53,"2020-04-28 22:44:16","BOOK","","","",,,,,3,0.13,2,2,23,"This book constitutes the refereed proceedings of the 10th International Conference on Theorem Proving in Higher Order Logics, TPHOLs' 97, held in Murray Hill, NJ, USA, in August 1997. The volume presents 19 carefully revised full papers selected from 32 …"
3,"EL Gunter, M VanInwegen","Hol-Ml",,"Higher Order Logic Theorem Proving and Its …","","","https://scholar.google.com/scholar?cites=2368508885318025782&as_sdt=2005&sciodt=0,5&hl=en",54,"2020-04-28 22:44:16","CITATION","","","",,,,,3,0.00,2,2,,""
