Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
209,"C Chekuri, MH Goldwasser, P Raghavan…","Web search using automatic classification",1997,"Proceedings of the Sixth …","ce.sharif.ac.ir","http://ce.sharif.ac.ir/courses/84-85/2/ce324/assignments/files/assignDir4/Reference-4-2nd-Phase.pdf","https://scholar.google.com/scholar?cites=2073733700792250261&as_sdt=2005&sciodt=0,5&hl=en",12,"2020-05-04 21:13:14","PDF","","","",,,,,209,9.09,52,4,23,"We study the automatic classification of Web documents into pre-specified categories, with the objective of increasing the precision of Web search. We describe experiments in which we classify documents into high-level categories of the Yahoo! taxonomy, and a simple …"
207,"M Charikar, C Chekuri, A Goel, S Guha…","Approximating a finite metric by a small number of tree metrics",1998,"… on Foundations of …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/743488/","https://scholar.google.com/scholar?cites=12151289520436520743&as_sdt=2005&sciodt=0,5&hl=en",11,"2020-05-04 21:13:14","","","","",,,,,207,9.41,41,5,22,"Y. Bartal (1996, 1998) gave a randomized polynomial time algorithm that given any n point metric G, constructs a tree T such that the expected stretch (distortion) of any edge is at most O (log n log log n). His result has found several applications and in particular has resulted in …"
202,"C Chekuri, S Khanna","On multi-dimensional packing problems",1999,"Proceedings of the tenth annual ACM-SIAM …","ce.sharif.ac.ir","http://ce.sharif.ac.ir/~ghodsi/archive/d-papers/ACM%20SODA/1999/On%20multi-dimensional%20packing%20problems.pdf","https://scholar.google.com/scholar?cites=9521782550500187828&as_sdt=2005&sciodt=0,5&hl=en",13,"2020-05-04 21:13:14","PDF","","","",,,,,202,9.62,101,2,21,"We study the approximability of multi-dimensional generalizations of the classical problems of multiprocessor scheduling, bin packing and the knapsack problem. Specifically, we study the vector scheduling problem, its dual problem, namely, the vector bin packing problem …"
198,"C Chekuri, A Kumar","Maximum coverage problem with group budget constraints and applications",2004,"Approximation, Randomization, and Combinatorial …","Springer","https://link.springer.com/chapter/10.1007/978-3-540-27821-4_7","https://scholar.google.com/scholar?cites=16437962889621377691&as_sdt=2005&sciodt=0,5&hl=en",14,"2020-05-04 21:13:14","","","","",,,,,198,12.38,99,2,16,"We study a variant of the maximum coverage problem which we label the maximum coverage problem with group budget constraints (MCG). We are given a collection of sets \calS={S_1,S_2,...,S_m\} where each set S i is a subset of a given ground set X. In the …"
186,"C Chekuri, A Rajaraman","Conjunctive query containment revisited",2000,"Theoretical Computer Science","Elsevier","https://www.sciencedirect.com/science/article/pii/S0304397599002200","https://scholar.google.com/scholar?cites=2693837203802704878&as_sdt=2005&sciodt=0,5&hl=en",15,"2020-05-04 21:13:14","","","","",,,,,186,9.30,93,2,20,"We consider the problems of conjunctive query containment and minimization, which are known to be NP-complete, and show that these problems can be solved in polynomial time for the class of acyclic queries. We then generalize the notion of acyclicity and define a …"
184,"C Chekuri, S Khanna","On multidimensional packing problems",2004,"SIAM journal on computing","SIAM","https://epubs.siam.org/doi/abs/10.1137/S0097539799356265","https://scholar.google.com/scholar?cites=15453321971717285373&as_sdt=2005&sciodt=0,5&hl=en",16,"2020-05-04 21:13:14","","","","",,,,,184,11.50,92,2,16,"We study the approximability of multidimensional generalizations of three classical packing problems: multiprocessor scheduling, bin packing, and the knapsack problem. Specifically, we study the vector scheduling problem, its dual problem, namely, the vector bin packing …"
170,"C Chekuri, N Korula, M Pál","Improved algorithms for orienteering and related problems",2012,"ACM Transactions on Algorithms (TALG)","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2229163.2229167","https://scholar.google.com/scholar?cites=15211915661625600609&as_sdt=2005&sciodt=0,5&hl=en",18,"2020-05-04 21:13:14","","","","",,,,,170,21.25,57,3,8,"In this article, we consider the orienteering problem in undirected and directed graphs and obtain improved approximation algorithms. The point to point-orienteering problem is the following: Given an edge-weighted graph G=(V, E)(directed or undirected), two nodes s, t∈ …"
170,"C Chekuri, J Vondrak…","Dependent randomized rounding via exchange properties of combinatorial structures",2010,"2010 IEEE 51st Annual …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5671314/","https://scholar.google.com/scholar?cites=10500793629267620849&as_sdt=2005&sciodt=0,5&hl=en",19,"2020-05-04 21:13:14","","","","",,,,,170,17.00,57,3,10,"We consider the problem of randomly rounding a fractional solution x in an integer polytope P⊆[0, 1] n to a vertex X of P, so that E [X]= x. Our goal is to achieve concentration properties for linear and submodular functions of the rounded solution. Such dependent rounding …"
169,"C Chekuri, A Rajaraman","Conjunctive query containment revisited",1997,"International Conference on Database Theory","Springer","https://link.springer.com/chapter/10.1007/3-540-62222-5_36","https://scholar.google.com/scholar?cites=11366379679394481089&as_sdt=2005&sciodt=0,5&hl=en",17,"2020-05-04 21:13:14","","","","",,,,,169,7.35,85,2,23,"We consider the problems of conjunctive query containment and minimization, which are known to be NP-complete, and show that these problems can be solved in polynomial time for the class of acyclic queries. We then generalize the notion of acyclicity and define a …"
159,"M Charikar, C Chekuri, A Goel, S Guha","Rounding via trees: deterministic approximation algorithms for group Steiner trees and k-median",1998,"Proceedings of the thirtieth …","dl.acm.org","https://dl.acm.org/doi/pdf/10.1145/276698.276719","https://scholar.google.com/scholar?cites=136893312006527869&as_sdt=2005&sciodt=0,5&hl=en",20,"2020-05-04 21:13:14","PDF","","","",,,,,159,7.23,40,4,22,"Most optimization problems on an undirected graph reduce in complexity when restricted to instances on a t. ree. A recent result [3] for probabiistically approsimating graph metrics by trees such that no edge &retches (in an expected sense) by more than a factor of O (log2 n) …"
153,"MM Buddhikot, CS Chekuri, KH Guo, L Li","Routing bandwidth guaranteed paths with local restoration in label switched networks",2014,"US Patent 8,675,493","Google Patents","https://patents.google.com/patent/US8675493B2/en","https://scholar.google.com/scholar?cites=1279927760622132593&as_sdt=2005&sciodt=0,5&hl=en",21,"2020-05-04 21:13:14","","","","",,,,,153,25.50,38,4,6,"A method of providing at least one restoration path for a primary routing path in a network. The method includes receiving a customer connection request to route information. Costs are assigned for the primary routing path, and the primary routing path is computed based …"
146,"C Chekuri, S Khanna, JS Naor, L Zosin","Approximation algorithms for the metric labeling problem via a new linear programming formulation",2001,"… of the twelfth annual ACM-SIAM …","dl.acm.org","https://dl.acm.org/citation.cfm?id=365426","https://scholar.google.com/scholar?cites=15373486166316977383&as_sdt=2005&sciodt=0,5&hl=en",22,"2020-05-04 21:13:14","","","","",,,,,146,7.68,37,4,19,"We consider approximation algorithms for the metric labeling problem. This problem was introduced in a recent paper by Kleinberg and Tardos [20], and captures many classification problems that arise in computer vision and related fields. They gave an &Ogr;(log k log log k) …"
132,"C Chekuri, J Chuzhoy","Polynomial bounds for the grid-minor theorem",2016,"Journal of the ACM (JACM)","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2820609","https://scholar.google.com/scholar?cites=178109643917556488&as_sdt=2005&sciodt=0,5&hl=en",23,"2020-05-04 21:13:14","","","","",,,,,132,33.00,66,2,4,"One of the key results in Robertson and Seymour's seminal work on graph minors is the grid-minor theorem (also called the excluded grid theorem). The theorem states that for every grid H, every graph whose treewidth is large enough relative to| V (H)| contains H as a …"
119,"C Chekuri, S Khanna, J Naor, L Zosin","A linear programming formulation and approximation algorithms for the metric labeling problem",2004,"SIAM Journal on Discrete Mathematics","SIAM","https://epubs.siam.org/doi/abs/10.1137/S0895480101396937","https://scholar.google.com/scholar?cites=10903777267124440580&as_sdt=2005&sciodt=0,5&hl=en",24,"2020-05-04 21:13:14","","","","",,,,,119,7.44,30,4,16,"We consider approximation algorithms for the metric labeling problem. This problem was introduced in a paper by Kleinberg and Tardos J. ACM, 49 (2002), pp. 616--630 and captures many classification problems that arise in computer vision and related fields. They …"
117,"C Chekuri, M Mydlarz, FB Shepherd","Multicommodity demand flow in a tree and packing integer programs",2007,"ACM Transactions on Algorithms …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1273340.1273343","https://scholar.google.com/scholar?cites=3124367344814685426&as_sdt=2005&sciodt=0,5&hl=en",25,"2020-05-04 21:13:14","","","","",,,,,117,9.00,39,3,13,"We consider requests for capacity in a given tree network T=(V, E) where each edge e of the tree has some integer capacity u e. Each request f is a node pair with an integer demand df and a profit wf which is obtained if the request is satisfied. The objective is to find a set of …"
112,"C Chekuri, R Motwani","Precedence constrained scheduling to minimize sum of weighted completion times on a single machine",1999,"Discrete Applied Mathematics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0166218X98001437","https://scholar.google.com/scholar?cites=14036399150757890098&as_sdt=2005&sciodt=0,5&hl=en",29,"2020-05-04 21:13:14","HTML","","","",,,,,112,5.33,56,2,21,"We consider the problem of scheduling a set of jobs on a single machine with the objective of minimizing sum of weighted completion times. The problem is NP-hard when there are precedence constraints between jobs [15]. We provide an efficient combinatorial 2 …"
111,"C Chekuri, J Chuzhoy, L Lewin-Eytan…","Non-cooperative multicast and facility location games",2007,"IEEE Journal on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4278419/","https://scholar.google.com/scholar?cites=12416023730887704553&as_sdt=2005&sciodt=0,5&hl=en",26,"2020-05-04 21:13:14","","","","",,,,,111,8.54,28,4,13,"We consider a multicast game with selfish non-cooperative players. There is a special source node and each player is interested in connecting to the source by making a routing decision that minimizes its payment. The mutual influence of the players is determined by a …"
111,"C Chekuri, S Khanna, A Zhu","Algorithms for minimizing weighted flow time",2001,"Proceedings of the thirty-third annual ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/380752.380778","https://scholar.google.com/scholar?cites=16716534506693973973&as_sdt=2005&sciodt=0,5&hl=en",27,"2020-05-04 21:13:14","","","","",,,,,111,5.84,37,3,19,"We study the problem of minimizing weighted flow time on a single machine in the preemptive setting. We present an O (\log^ 2 P)-competitive semi-online algorithm where P is the ratio of the maximum and minimum processing times of jobs in the system. In the …"
111,"L Li, MM Buddhikot, C Chekuri…","Routing bandwidth guaranteed paths with local restoration in label switched networks",2005,"IEEE journal on selected …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1391048/","https://scholar.google.com/scholar?cites=8329288155040667728&as_sdt=2005&sciodt=0,5&hl=en",28,"2020-05-04 21:13:14","","","","",,,,,111,7.40,28,4,15,"The emerging multiprotocol label switching (MPLS) networks enable network service providers to route bandwidth guaranteed paths between customer sites. This basic label switched path (LSP) routing is often enhanced using restoration routing which sets up …"
107,"C Chekuri, S Khanna, FB Shepherd","Multicommodity flow, well-linked terminals, and routing problems",2005,"… of the thirty-seventh annual ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1060590.1060618","https://scholar.google.com/scholar?cites=12159280515491617532&as_sdt=2005&sciodt=0,5&hl=en",30,"2020-05-04 21:13:14","","","","",,,,,107,7.13,36,3,15,"We study multicommodity routing problems in both edge and node capacitated undirected graphs. The input to each problem is a capacitated graph G=(V, E) and a set Τ of node pairs. In the simplest setting, the goal is to route a unit of flow for as many pairs as possible subject …"
100,"C Chekuri, A Goel, S Khanna, A Kumar","Multi-processor scheduling to minimize flow time with ε resource augmentation",2004,"… of the thirty-sixth annual ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1007352.1007411","https://scholar.google.com/scholar?cites=13748180778416168426&as_sdt=2005&sciodt=0,5&hl=en",32,"2020-05-04 21:13:14","","","","",,,,,100,6.25,25,4,16,"We investigate the problem of online scheduling of jobs to minimize flow time and stretch on m identical machines. We consider the case where the algorithm is given either (1+ ε) m machines or m machines of speed (1+ ε), for arbitrarily small ε> 0. We show that simple …"
98,"C Chekuri, C Fragouli, E Soljanin","On average throughput and alphabet size in network coding",2006,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1638536/","https://scholar.google.com/scholar?cites=10791852462584463623&as_sdt=2005&sciodt=0,5&hl=en",31,"2020-05-04 21:13:14","","","","",,,,,98,7.00,33,3,14,"We examine the throughput benefits that network coding offers with respect to the average throughput achievable by routing, where the average throughput refers to the average of the rates that the individual receivers experience. We relate these benefits to the integrality gap …"
98,"C Chekuri, S Khanna, FB Shepherd","The all-or-nothing multicommodity flow problem",2004,"… of the thirty-sixth annual ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1007352.1007383","https://scholar.google.com/scholar?cites=13428209541525241543&as_sdt=2005&sciodt=0,5&hl=en",33,"2020-05-04 21:13:14","","","","",,,,,98,6.13,33,3,16,"We consider the all-or-nothing multicommodity flow problem in general graphs. We are given a capacitated undirected graph G=(V, E, u) and set of k pairs s 1 t 1, s 2 t 2,…, skt k. Each pair has a unit demand. The objective is to find a largest subset S of 1, 2,…, k such that …"
93,"C Chekuri, S Khanna","Edge disjoint paths revisited",2003,"Proceedings of the fourteenth annual ACM-SIAM …","dl.acm.org","https://dl.acm.org/citation.cfm?id=644212","https://scholar.google.com/scholar?cites=7165525071017096838&as_sdt=2005&sciodt=0,5&hl=en",34,"2020-05-04 21:13:14","","","","",,,,,93,5.47,47,2,17,"The approximability of the maximum edge disjoint paths problem (EDP) in directed graphs was seemingly settled by the Ω (m 1/2-ε)-hardness result of Guruswami et al.[10] and the O (√ m) approximation achievable via both the natural LP relaxation [19] and the greedy …"
90,"C Chekuri, S Khanna, FB Shepherd","An O (√ n) approximation and integrality gap for disjoint paths and unsplittable flow",2006,"Theory of computing","theoryofcomputing.org","http://www.theoryofcomputing.org/articles/main/v002/a007/","https://scholar.google.com/scholar?cites=17065720052924621372&as_sdt=2005&sciodt=0,5&hl=en",35,"2020-05-04 21:13:14","","","","",,,,,90,6.43,30,3,14,"Page 1. THEORY OF COMPUTING, Volume 2 (2006), pp. 137–146 http://theoryofcomputing.org An O( √ n) Approximation and Integrality Gap for Disjoint Paths and Unsplittable Flow …"
90,"A Chakrabarti, C Chekuri, A Gupta, A Kumar","Approximation algorithms for the unsplittable flow problem",2007,"Algorithmica","Springer","https://link.springer.com/article/10.1007/s00453-006-1210-5","https://scholar.google.com/scholar?cites=2950698993202416421&as_sdt=2005&sciodt=0,5&hl=en",37,"2020-05-04 21:13:14","","","","",,,,,90,6.92,23,4,13,"We present approximation algorithms for the unsplittable flow problem (UFP) in undirected graphs. As is standard in this line of research, we assume that the maximum demand is at most the minimum capacity. We focus on the non-uniform capacity case in which the edge …"
89,"C Chekuri, FB Shepherd, G Oriolo…","Hardness of robust network design",2007,"Networks: An …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/net.20165?casa_token=ma31Y1anYRAAAAAA:SENlO3Tl5OFcCNO259TjhgORwCBRr5HAiII9gB5ZhpD3j7bmI62gvy-EfF6u5mVqrk19ZMGwDi5LQe0h","https://scholar.google.com/scholar?cites=3282137666355270487&as_sdt=2005&sciodt=0,5&hl=en",36,"2020-05-04 21:13:14","","","","",,,,,89,6.85,22,4,13,"The authors settle the complexity status of the robust network design problem in undirected graphs. The fact that the flow‐cut gap in general graphs can be large, poses some difficulty in establishing a hardness result. Instead, the authors introduce a single‐source version of …"
83,"C Chekuri, W Hasan, R Motwani","Scheduling problems in parallel query optimization",1995,"Proceedings of the fourteenth ACM …","dl.acm.org","https://dl.acm.org/doi/pdf/10.1145/212433.212471","https://scholar.google.com/scholar?cites=5111240363636691796&as_sdt=2005&sciodt=0,5&hl=en",38,"2020-05-04 21:13:14","PDF","","","",,,,,83,3.32,28,3,25,"We introduce a class of novel multiprocessor scheduling problems that arise in the optimization of SQL queries for parallel machines. These consist of scheduling a tree of interdependent communicating operators while exploiting both inter-operator and intra …"
80,"C Chekuri, G Even, G Kortsarz","A greedy approximation algorithm for the group Steiner problem",2006,"Discrete Applied Mathematics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0166218X0500212X","https://scholar.google.com/scholar?cites=15417158859027494275&as_sdt=2005&sciodt=0,5&hl=en",39,"2020-05-04 21:13:14","HTML","","","",,,,,80,5.71,27,3,14,"In the group Steiner problem we are given an edge-weighted graph G=(V, E, w) and m subsets of vertices {gi} i= 1 m. Each subset gi is called a group and the vertices in⋃ igi are called terminals. It is required to find a minimum weight tree that contains at least one …"
75,"C Chen, C Chekuri","Urban wireless mesh network planning: The case of directional antennas",2007,"","ideals.illinois.edu","http://www.ideals.illinois.edu/handle/2142/11366","https://scholar.google.com/scholar?cites=14983993503631520178&as_sdt=2005&sciodt=0,5&hl=en",40,"2020-05-04 21:13:14","","","","",,,,,75,5.77,38,2,13,"As more and more cities plan to deploy municipal wireless mesh networks to provide publicly-accessible infrastructure, it becomes critical to come up with a deployment plan that provides sufficient accessibility with financial and technological constraints. In this paper, we …"
74,"C Chekuri, R Johnson, R Motwani…","Profile-driven instruction level parallel scheduling with application to super blocks",1996,"Proceedings of the …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/566450/","https://scholar.google.com/scholar?cites=6632696265704050804&as_sdt=2005&sciodt=0,5&hl=en",41,"2020-05-04 21:13:14","","","","",,,,,74,3.08,19,4,24,"Code scheduling to exploit instruction level parallelism (ILP) is a critical problem in compiler optimization research in light of the increased use of long-instruction-word machines. Unfortunately optimum scheduling is computationally intractable, and one must resort to …"
73,"M Charikar, C Chekuri, M Pál","Sampling bounds for stochastic optimization",2005,"Approximation, Randomization and …","Springer","https://link.springer.com/chapter/10.1007/11538462_22","https://scholar.google.com/scholar?cites=8453230333318163076&as_sdt=2005&sciodt=0,5&hl=en",42,"2020-05-04 21:13:14","","","","",,,,,73,4.87,24,3,15,"A large class of stochastic optimization problems can be modeled as minimizing an objective function f that depends on a choice of a vector x∈ X, as well as on a random external parameter ω∈ Ω given by a probability distribution π. The value of the objective …"
73,"C Chekuri, KL Clarkson, S Har-Peled","On the set multicover problem in geometric settings",2012,"ACM Transactions on Algorithms …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2390176.2390185","https://scholar.google.com/scholar?cites=7782606615224656442&as_sdt=2005&sciodt=0,5&hl=en",43,"2020-05-04 21:13:14","","","","",,,,,73,9.13,24,3,8,"We consider the set multicover problem in geometric settings. Given a set of points P and a collection of geometric shapes (or sets) F, we wish to find a minimum cardinality subset of F such that each point p∈ P is covered by (contained in) at least d (p) sets. Here, d (p) is an …"
70,"C Chekuri, G Even, A Gupta, D Segev","Set connectivity problems in undirected graphs and the directed steiner network problem",2011,"ACM Transactions on Algorithms …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1921659.1921664","https://scholar.google.com/scholar?cites=16983939294666135412&as_sdt=2005&sciodt=0,5&hl=en",44,"2020-05-04 21:13:14","","","","",,,,,70,7.78,18,4,9,"In the generalized connectivity problem, we are given an edge-weighted graph G=(V, E) and a collection D={(S 1, T 1),…,(S k, T k)} of distinct demands each demand (S i, T i) is a pair of disjoint vertex subsets. We say that a subgraph F of G connects a demand (S i, T i) when it …"
70,"C Chekuri, S Khanna, FB Shepherd","Edge-disjoint paths in planar graphs with constant congestion",2009,"SIAM Journal on Computing","SIAM","https://epubs.siam.org/doi/abs/10.1137/060674442","https://scholar.google.com/scholar?cites=9662822112645884470&as_sdt=2005&sciodt=0,5&hl=en",45,"2020-05-04 21:13:14","","","","",,,,,70,6.36,23,3,11,"We study the maximum edge-disjoint paths problem in undirected planar graphs: given a graph G and node pairs (demands) s_1t_1, s_2t_2, \dots, s_kt_k, the goal is to maximize the number of demands that can be connected (routed) by edge-disjoint paths. The natural …"
67,"C Chekuri, J Vondrák, R Zenklusen","Multi-budgeted matchings and matroid intersection via dependent rounding",2011,"Proceedings of the twenty-second annual …","SIAM","https://epubs.siam.org/doi/abs/10.1137/1.9781611973082.82","https://scholar.google.com/scholar?cites=247792283624044224&as_sdt=2005&sciodt=0,5&hl=en",48,"2020-05-04 21:13:14","","","","",,,,,67,7.44,22,3,9,"Motivated by multi-budgeted optimization and other applications, we consider the problem of randomly rounding a fractional solution x in the (non-bipartite graph) matching and matroid intersection polytopes. We show that for any fixed δ> 0, a given point x can be rounded to a …"
66,"C Chekuri, S Khanna…","Edge-disjoint paths in planar graphs",2004,"45th Annual IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1366226/","https://scholar.google.com/scholar?cites=2405409197220182508&as_sdt=2005&sciodt=0,5&hl=en",46,"2020-05-04 21:13:14","","","","",,,,,66,4.13,22,3,16,"We study the maximum edge-disjoint paths problem (MEDP). We are given a graph G=(V, E) and a set T={s/sub 1/t/sup 1/, s/sub 2/t/sup 2/,..., s/sub k/t/sup k/} of pairs of vertices: the objective is to find the maximum number of pairs in T that can be connected via edge-disjoint …"
66,"A Chakrabarti, C Chekuri, A Gupta, A Kumar","Approximation algorithms for the unsplittable flow problem",2002,"International Workshop on …","Springer","https://link.springer.com/chapter/10.1007/3-540-45753-4_7","https://scholar.google.com/scholar?cites=299383800505556474&as_sdt=2005&sciodt=0,5&hl=en",47,"2020-05-04 21:13:14","","","","",,,,,66,3.67,17,4,18,"We present approximation algorithms for the unsplittable flow problem (UFP) on undirected graphs. As is standard in this line of research, we assume that the maximum demand is at most the minimum capacity. We focus on the non-uniform capacity case in which the edge …"
64,"C Chekuri, M Bender","An efficient approximation algorithm for minimizing makespan on uniformly related machines",2001,"Journal of Algorithms","Elsevier","https://www.sciencedirect.com/science/article/pii/S0196677401911848","https://scholar.google.com/scholar?cites=13500080171351079816&as_sdt=2005&sciodt=0,5&hl=en",49,"2020-05-04 21:13:14","","","","",,,,,64,3.37,32,2,19,"We give a new and efficient approximation algorithm for scheduling precedence-constrained jobs on machines with different speeds. The problem is as follows. We are given n jobs to be scheduled on a set of m machines. Jobs have processing times and machines have speeds …"
