Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
16,"A May, BW Brandt, M El-Kebir, GW Klau, E Zaura…","metaModules identifies key functional subnetworks in microbiome-related disease",2016,"…","academic.oup.com","https://academic.oup.com/bioinformatics/article-abstract/32/11/1678/2240171","https://scholar.google.com/scholar?cites=15971491982589899981&as_sdt=2005&sciodt=0,5&hl=en",11,"2020-05-04 02:39:48","","","","",,,,,16,4.00,3,6,4,"Motivation: The human microbiome plays a key role in health and disease. Thanks to comparative metatranscriptomics, the cellular functions that are deregulated by the microbiome in disease can now be computationally explored. Unlike gene-centric …"
15,"M El-Kebir, BJ Raphael, R Shamir, R Sharan…","Copy-number evolution problems: complexity and algorithms",2016,"… Workshop on Algorithms …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-43681-4_11","https://scholar.google.com/scholar?cites=12611716897757433054&as_sdt=2005&sciodt=0,5&hl=en",13,"2020-05-04 02:39:48","","","","",,,,,15,3.75,3,5,4,"Cancer is an evolutionary process characterized by the accumulation of somatic mutations in a population of cells that form a tumor. One frequent type of mutations are copy number aberrations, which alter the number of copies of genomic regions. The number of copies of …"
13,"S Zaccaria, M El-Kebir, GW Klau…","The copy-number tree mixture deconvolution problem and applications to multi-sample bulk sequencing tumor data",2017,"… Conference on Research …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-56970-3_20","https://scholar.google.com/scholar?cites=10948055428716986260&as_sdt=2005&sciodt=0,5&hl=en",14,"2020-05-04 02:39:48","","","","",,,,,13,4.33,3,4,3,"Cancer is an evolutionary process driven by somatic mutation. This process can be represented as a phylogenetic tree. Constructing such a phylogenetic tree from genome sequencing data is a challenging task due to the mutational complexity of cancer and the …"
12,"M El-Kebir, BJ Raphael, R Shamir, R Sharan…","Complexity and algorithms for copy-number evolution problems",2017,"Algorithms for Molecular …","Springer","https://link.springer.com/article/10.1186/s13015-017-0103-2","https://scholar.google.com/scholar?cites=12245637713032075523&as_sdt=2005&sciodt=0,5&hl=en",19,"2020-05-04 02:39:48","HTML","","","",,,,,12,4.00,2,5,3,"Background Cancer is an evolutionary process characterized by the accumulation of somatic mutations in a population of cells that form a tumor. One frequent type of mutations is copy number aberrations, which alter the number of copies of genomic regions. The …"
11,"S Schlobach, E Blaauw, M El Kebir…","Anytime classification by ontology approximation",2007,"Proceedings of the …","researchgate.net","https://www.researchgate.net/profile/Stefan_Schlobach/publication/221467052_Anytime_Classification_by_Ontology_Approximation/links/0912f506c2d7426690000000/Anytime-Classification-by-Ontology-Approximation.pdf","https://scholar.google.com/scholar?cites=13542034522815935572&as_sdt=2005&sciodt=0,5&hl=en",15,"2020-05-04 02:39:48","PDF","","","",,,,,11,0.85,3,4,13,"Reasoning with large or complex ontologies is one of the bottle-necks of the Semantic Web. In this paper we present an anytime algorithm for classification based on approximate subsumption. We give the formal definitions for approximate subsumption, and show its …"
11,"S Canzar, M El-Kebir","A mathematical programming approach to marker-assisted gene pyramiding",2011,"International Workshop on Algorithms in …","Springer","https://link.springer.com/chapter/10.1007/978-3-642-23038-7_3","https://scholar.google.com/scholar?cites=12226687497377601984&as_sdt=2005&sciodt=0,5&hl=en",16,"2020-05-04 02:39:48","","","","",,,,,11,1.22,6,2,9,"In the crossing schedule optimization problem we are given an initial set of parental genotypes and a desired genotype, the ideotype. The task is to schedule crossings of individuals such that the number of generations, the number of crossings, and the required …"
11,"S Zaccaria, M El-Kebir, GW Klau…","Phylogenetic copy-number factorization of multiple tumor samples",2018,"Journal of Computational …","liebertpub.com","https://www.liebertpub.com/doi/abs/10.1089/cmb.2017.0253?casa_token=jxP4umEPn-wAAAAA:UQJcwsI0hZwiTRszuwxa0MTp2yQqdr7wIvq5ywnqyg0pi_GexF_Ap1cHfGCZApr105NrJ-60mGe-caU","https://scholar.google.com/scholar?cites=14951747976534820244&as_sdt=2005&sciodt=0,5&hl=en",17,"2020-05-04 02:39:48","","","","",,,,,11,5.50,3,4,2,"Cancer is an evolutionary process driven by somatic mutations. This process can be represented as a phylogenetic tree. Constructing such a phylogenetic tree from genome sequencing data is a challenging task due to the many types of mutations in cancer and the …"
10,"M El-Kebir, M Van der Kuip, AM Van Furth…","Computational modeling of tuberculous meningitis reveals an important role for tumor necrosis factor-α",2013,"Journal of theoretical …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0022519313001124","https://scholar.google.com/scholar?cites=6786740162120102540&as_sdt=2005&sciodt=0,5&hl=en",18,"2020-05-04 02:39:48","","","","",,,,,10,1.43,3,4,7,"Tuberculosis is a global health issue with annually about 1.5 million deaths and 2 billion infected people worldwide. Extra-pulmonary tuberculosis comprises 13% of all cases of which tuberculous meningitis is the most severe. It has a high mortality and is often …"
9,"D Pradhan, M El-Kebir","On the non-uniqueness of solutions to the perfect phylogeny mixture problem",2018,"RECOMB International conference on …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-00834-5_16","https://scholar.google.com/scholar?cites=15320758114689890793&as_sdt=2005&sciodt=0,5&hl=en",21,"2020-05-04 02:39:48","","","","",,,,,9,4.50,5,2,2,"Tumors exhibit extensive intra-tumor heterogeneity, the presence of groups of cellular populations with distinct sets of somatic mutations. This heterogeneity is the result of an evolutionary process, described by a phylogenetic tree. The problem of reconstructing a …"
8,"M El-Kebir, H Soueidan, T Hume, D Beisser…","xHeinz: an algorithm for mining cross-species network modules under a flexible conservation model",2015,"…","academic.oup.com","https://academic.oup.com/bioinformatics/article-abstract/31/19/3147/210875","https://scholar.google.com/scholar?cites=7309007840543305578&as_sdt=2005&sciodt=0,5&hl=en",20,"2020-05-04 02:39:48","","","","",,,,,8,1.60,2,5,5,"Motivation: Integrative network analysis methods provide robust interpretations of differential high-throughput molecular profile measurements. They are often used in a biomedical context—to generate novel hypotheses about the underlying cellular processes or to derive …"
8,"S Canzar, M El-Kebir, R Pool, K Elbassioni…","Charge group partitioning in biomolecular simulation",2012,"… on Research in …","Springer","https://link.springer.com/chapter/10.1007/978-3-642-29627-7_3","https://scholar.google.com/scholar?cites=17960520356751965742&as_sdt=2005&sciodt=0,5&hl=en",22,"2020-05-04 02:39:48","","","","",,,,,8,1.00,2,5,8,"Molecular simulation techniques are increasingly being used to study biomolecular systems at an atomic level. Such simulations rely on empirical force fields to represent the intermolecular interactions. There are many different force fields available| each based on a …"
6,"MS Engler, M El-Kebir, J Mulder, AE Mark, DP Geerke…","Enumerating common molecular substructures",2017,"PeerJ Preprints","peerj.com","https://peerj.com/preprints/3250","https://scholar.google.com/scholar?cites=8843861705577558592&as_sdt=2005&sciodt=0,5&hl=en",23,"2020-05-04 02:39:48","","","","",,,,,6,2.00,1,6,3,"Finding and enumerating common molecular substructures is an important task in cheminformatics, where small molecules are often modeled as molecular graphs. We introduce the problem of enumerating all maximal k-common molecular fragments of a pair …"
6,"M El-Kebir, BW Brandt, J Heringa, GW Klau","NatalieQ: A web server for protein-protein interaction network querying",2014,"BMC systems biology","Springer","https://link.springer.com/article/10.1186/1752-0509-8-40","https://scholar.google.com/scholar?cites=15746382548003926794&as_sdt=2005&sciodt=0,5&hl=en",24,"2020-05-04 02:39:48","HTML","","","",,,,,6,1.00,2,4,6,"Background Molecular interactions need to be taken into account to adequately model the complex behavior of biological systems. These interactions are captured by various types of biological networks, such as metabolic, gene-regulatory, signal transduction and protein …"
4,"N Aguse, Y Qi, M El-Kebir","Summarizing the solution space in tumor phylogeny inference by multiple consensus trees",2019,"Bioinformatics","academic.oup.com","https://academic.oup.com/bioinformatics/article-abstract/35/14/i408/5529140","https://scholar.google.com/scholar?cites=8593095568849709773&as_sdt=2005&sciodt=0,5&hl=en",40,"2020-05-04 02:39:48","","","","",,,,,4,4.00,1,3,1,"Motivation Cancer phylogenies are key to studying tumorigenesis and have clinical implications. Due to the heterogeneous nature of cancer and limitations in current sequencing technology, current cancer phylogeny inference methods identify a large …"
2,"M El-Kebir, T Marschall, I Wohlers…","Mapping proteins in the presence of paralogs using units of coevolution",2013,"BMC …","bmcbioinformatics.biomedcentral …","https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-14-S15-S18","https://scholar.google.com/scholar?cites=11793649656134315936&as_sdt=2005&sciodt=0,5&hl=en",25,"2020-05-04 02:39:48","HTML","","","",,,,,2,0.29,1,4,7,"We study the problem of mapping proteins between two protein families in the presence of paralogs. This problem occurs as a difficult subproblem in coevolution-based computational approaches for protein-protein interaction prediction. Similar to prior approaches, our …"
2,"M El-Kebir","Parsimonious migration history problem: complexity and algorithms",2018,"18th International Workshop on Algorithms in …","drops.dagstuhl.de","https://drops.dagstuhl.de/opus/volltexte/2018/9326/","https://scholar.google.com/scholar?cites=16771652071640425492&as_sdt=2005&sciodt=0,5&hl=en",26,"2020-05-04 02:39:48","","","","",,,,,2,1.00,2,1,2,"In many evolutionary processes we observe extant taxa in different geographical or anatomical locations. To reconstruct the migration history from a given phylogenetic tree T, one can model locations using an additional character and apply parsimony criteria to …"
2,"MCE Ouadah, MEK Chikh-Bled","Novel High Negative Chromatic Dispersion Photonic Crystal Fiber with Low Confinement Loss",2016,"Journal of Electrical and …","search.proquest.com","http://search.proquest.com/openview/6e6f9a1babb1468edc182c89a38fe394/1?pq-origsite=gscholar&cbl=54417","https://scholar.google.com/scholar?cites=17933368610961350774&as_sdt=2005&sciodt=0,5&hl=en",27,"2020-05-04 02:39:48","","","","",,,,,2,0.50,1,2,4,"In this paper, we propose a novel dual core concentric photonic crystal fiber with high negative chromatic dispersion and low confinement loss. Finite element method with perfectly matched layers (PMLS) is used to investigate the guiding properties. In order to …"
1,"M El-Kebir, M de Berg, J Buntjer","Crossing schedule optimization",2009,"","wiki.cs.vu.nl","https://wiki.cs.vu.nl/mp/images/c/c8/FoB_PoB_lec9a_2012.pdf","https://scholar.google.com/scholar?cites=4073211060905876107&as_sdt=2005&sciodt=0,5&hl=en",28,"2020-05-04 02:39:48","PDF","","","",,,,,1,0.09,0,3,11,"Page 1. Crossing Schedule Optimization Mohammed El-Kebir1,2 m.el-kebir@cwi.nl 1 Centrum Wiskunde & Informatica (CWI), Life Sciences Group, Amsterdam, Netherlands 2 Centre for Integrative Bioinformatics VU (IBIVU), VU University, Amsterdam, Netherlands Oct 1, 2012 …"
1,"M El-Kebir, G Satas, L Oesper, BJ Raphael","Multi-state perfect phylogeny mixture deconvolution and applications to cancer sequencing",2016,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1604.02605","https://scholar.google.com/scholar?cites=301021172180739645&as_sdt=2005&sciodt=0,5&hl=en",29,"2020-05-04 02:39:48","","","","",,,,,1,0.25,0,4,4,"The reconstruction of phylogenetic trees from mixed populations has become important in the study of cancer evolution, as sequencing is often performed on bulk tumor tissue containing mixed populations of cells. Recent work has shown how to reconstruct a perfect …"
1,"M El-Kebir","Modeling Tuberculosis in Lung and Central Nervous System",2010,"","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/90ca/74043e91f9a2c2a2bedc7788d841b364df69.pdf","https://scholar.google.com/scholar?cites=15753124125413175574&as_sdt=2005&sciodt=0,5&hl=en",30,"2020-05-04 02:39:48","PDF","","","",,,,,1,0.10,1,1,10,"Tuberculosis (TB) is caused by the bacterium Mycobacterium tuberculosis (Mtb). Most cases of TB are pulmonary, ie the main infection site is in the lung. In this work, we consider pulmonary TB as well as tuberculous meningitis (TBM). The latter is caused by infection of …"
1,"Y Qi, D Pradhan, M El-Kebir","Implications of non-uniqueness in phylogenetic deconvolution of bulk DNA samples of tumors",2019,"Algorithms for Molecular Biology","Springer","https://link.springer.com/article/10.1186/s13015-019-0155-6","https://scholar.google.com/scholar?cites=9206231371489612642&as_sdt=2005&sciodt=0,5&hl=en",31,"2020-05-04 02:39:48","HTML","","","",,,,,1,1.00,0,3,1,"Background Tumors exhibit extensive intra-tumor heterogeneity, the presence of groups of cellular populations with distinct sets of somatic mutations. This heterogeneity is the result of an evolutionary process, described by a phylogenetic tree. In addition to enabling clinicians …"
1,"M Bouregaa, MEK Chikh-Bled, M Debbal…","Optical Code Division Multiple Access for FTTH system",2018,"Photonics Letters of …","photonics.pl","http://photonics.pl/PLP/index.php/letters/article/view/10-43","https://scholar.google.com/scholar?cites=15357502557720090935&as_sdt=2005&sciodt=0,5&hl=en",58,"2020-05-04 02:39:48","","","","",,,,,1,0.50,0,4,2,"Many multiple access techniques have been proposed and demonstrated to provide flexible solutions for FTTH network configurations. The performance of this system suffers because of the correlation properties that contribute to a high level of Multiple Access Interference …"
0,"B Mouweffeq, D Mohammed, C Hicham, OMC Eddine…","Optical transmission system using Fiber Bragg Grating",,"researchgate.net","","https://www.researchgate.net/profile/Bouregaa_Mouweffeq2/publication/338233744_Optical_transmission_system_using_Fiber_Bragg_Grating/links/5e0a0317a6fdcc283749fecb/Optical-transmission-system-using-Fiber-Bragg-Grating.pdf","",32,"2020-05-04 02:39:48","PDF","","","",,,,,0,0.00,0,5,,"Several researchers have proposed an optical transmission system as a reliable technique for exploiting the enormous bandwidth offered by optical fibers and thus realizing high-bit optical communication links or high-capacity optical communication networks in the long …"
0,"S Christensen, MDM Leiserson…","PhySigs: Phylogenetic Inference of Mutational Signature Dynamics",2020,"Pacific Symposium on …","World Scientific","https://www.worldscientific.com/doi/abs/10.1142/9789811215636_0021","",33,"2020-05-04 02:39:48","","","","",,,,,0,0.00,0,3,1,"Distinct mutational processes shape the genomes of the clones comprising a tumor. These processes result in distinct mutational patterns, summarized by a small number of mutational signatures. Current analyses of clone-specific exposures to mutational signatures do not …"
0,"S Philipp, D Kasper, GW Klau, M El-Kebir","eXamine: Visualizing annotated networks in Cytoscape",2018,"F1000Research","search.proquest.com","http://search.proquest.com/openview/c35da2c11f3591975988b2b397325b3b/1?pq-origsite=gscholar&cbl=2045578","",34,"2020-05-04 02:39:48","","","","",,,,,0,0.00,0,4,2,"Abstract eXamine is a Cytoscape app that displays set membership as contours on top of a node-link layout of a small graph. In addition to facilitating interpretation of enriched gene sets of small biological networks, eXamine can be used in other domains such as the …"
0,"G Myers, J Chin, M El-Kebir, AK Emde…","4.6 Structural Variant Detection",,"… , and Software For …","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/a05b/6937a5f7d6288f3986b6832d38ebfed57712.pdf#page=26","",35,"2020-05-04 02:39:48","PDF","","","",,,,,0,0.00,0,5,,"4.6. 1.3 Need for improved annotation/resources for SVs need for useful databases of SVs need for a dbSNP for SVs DGV problematic 1000G is not a great resource yet need comprehensively characterized genomes, SV goldstandard currently being analyzed: 3 trios …"
0,"J Wu, M El-Kebir","ClonArch: Visualizing the Spatial Clonal Architecture of Tumors",2020,"BioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/2020.04.06.027912v1.abstract","",36,"2020-05-04 02:39:48","","","","",,,,,0,0.00,0,2,1,"Motivation: Cancer is caused by the accumulation of somatic mutations that lead to the formation of distinct populations of cells, called clones. The resulting clonal architecture is the main cause of relapse and resistance to treatment. With decreasing costs in DNA …"
0,"P Dao, YA Kim, D Wojtowicz…","Algorithmic Advances and Applications from RECOMB 2017",2017,"CELL …","CELL PRESS 50 HAMPSHIRE ST …","","",37,"2020-05-04 02:39:48","CITATION","","","",,,,,0,0.00,0,4,3,""
0,"M El-Kebir","Supplementary Material—SPhyR: Tumor Phylogeny Estimation from Single-Cell Sequencing Data",,"el-kebir.net","","http://www.el-kebir.net/public/preprints/ECCB18_El-Kebir_Supplement.pdf","",38,"2020-05-04 02:39:48","PDF","","","",,,,,0,0.00,0,1,,"Figure A1: Main concepts. Binary matrix B is a 1-Dollo phylogeny matrix because there exists a 1-Dollo completion A without any forbidden submatrices (Table A1). From A and the 1-Dollo state tree S [1], we can obtain the 1-Dollo phylogeny T by constructing the binary …"
0,"P Spohr, K Dinkla, GW Klau, M El-Kebir","eXamine: Visualizing annotated networks in Cytoscape",2018,"F1000Research","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6013758.2/","",39,"2020-05-04 02:39:48","HTML","","","",,,,,0,0.00,0,4,2,"Abstract eXamine is a Cytoscape app that displays set membership as contours on top of a node-link layout of a small graph. In addition to facilitating interpretation of enriched gene sets of small biological networks, eXamine can be used in other domains such as the …"
0,"P Sashittal, M El-Kebir","SharpTNI: Counting and Sampling Parsimonious Transmission Networks under a Weak Bottleneck",2019,"bioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/842237v1.abstract","",41,"2020-05-04 02:39:48","","","","",,,,,0,0.00,0,2,1,"Technological advances in genomic sequencing are facilitating the reconstruction of transmission histories during outbreaks in the fight against infectious diseases. However, accurate disease transmission inference using this data is hindered by a number of …"
0,"BJ Raphael, M El-Kebir, G Satas","Phylogeny tree generation from mixed samples",2018,"US Patent App. 15/858,333","Google Patents","https://patents.google.com/patent/US20180285519A1/en","",42,"2020-05-04 02:39:48","","","","",,,,,0,0.00,0,3,2,"Methods and systems for generating character-based phylogeny trees from heritable data from mixture samples are provided. An example method for generating character-based phylogeny trees from heritable data for at least one mixture sample includes the step of …"
0,"P Sashittal, M El-Kebir","TiTUS: Sampling and Summarizing Transmission Trees with Muti-strain Infections",2020,"bioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/2020.03.17.996041v1.abstract","",43,"2020-05-04 02:39:48","","","","",,,,,0,0.00,0,2,1,"The combination of genomic and epidemiological data hold the potential to enable accurate pathogen transmission history inference. However, the inference of outbreak transmission histories remains challenging due to various factors such as within-host pathogen diversity …"
0,"M El-Kebir, N Beerenwinkel, C Boucher…","4.2 Cancer genomics",,"… , and Software For …","drops.dagstuhl.de","https://drops.dagstuhl.de/opus/volltexte/2017/6839/pdf/dagrep_v006_i008_p091_s16351.pdf#page=16","",44,"2020-05-04 02:39:48","PDF","","","",,,,,0,0.00,0,4,,"Cancer is a disease caused by somatic mutations that accrue in a population of cells during the lifetime of an individual [6]. This process can be described by a phylogenetic tree and results in different subpopulations of cells, or clones, each with different complements of …"
0,"G Myers, J Chin, M El-Kebir, AK Emde…","4.7 Visualization Group",,"… , and Software For …","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/a05b/6937a5f7d6288f3986b6832d38ebfed57712.pdf#page=29","",45,"2020-05-04 02:39:48","PDF","","","",,,,,0,0.00,0,5,,"One observation is that in pan-genomes there are chunks of conserved regions interspersed by highly variable regions. We don't have a good way of visualizing the highly variable region, or interpreting its content in the context of its neighborhood. Some relevant questions …"
0,"M El-Kebir","CS 466–Introduction to Bioinformatics–Lecture 4",2018,"","el-kebir.net","http://www.el-kebir.net/teaching/CS466/lecture14_notes.pdf","",46,"2020-05-04 02:39:48","PDF","","","",,,,,0,0.00,0,1,2,"1.1 Background A protein achieves its biological function through its 3-D structure. The problem of predicting protein structure from an amino acid sequence is a more challenging problem than the prediction of RNA secondary structure that we saw in the last lecture. While …"
0,"M El-Kebir, P Spohr, K Dinkla, GW Klau","eXamine: Visualizing annotated networks in Cytoscape [version 1; referees: 1 approved, 2 approved with reservations]",2018,"F1000Research","experts.illinois.edu","https://experts.illinois.edu/en/publications/examine-visualizing-annotated-networks-in-cytoscape-version-1-ref","",47,"2020-05-04 02:39:48","","","","",,,,,0,0.00,0,4,2,"Abstract eXamine is a Cytoscape app that displays set membership as contours on top of a node-link layout of a small graph. In addition to facilitating interpretation of enriched gene sets of small biological networks, eXamine can be used in other domains such as the …"
0,"K Dinkla, M El-Kebir, CI Bucur, M Siderius…","eXamine: a Cytoscape app for exploring annotated modules in networks",2013,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1312.4490","",48,"2020-05-04 02:39:48","","","","",,,,,0,0.00,0,5,7,"Background. Biological networks have growing importance for the interpretation of high-throughput"" omics"" data. Statistical and combinatorial methods allow to obtain mechanistic insights through the extraction of smaller subnetwork modules. Further enrichment analyses …"
0,"FA van der Duyn Schouten, M El-Kebir","Networks, modules and breeding schedules",,"core.ac.uk","","https://core.ac.uk/download/pdf/43409087.pdf","",49,"2020-05-04 02:39:48","PDF","","","",,,,,0,0.00,0,2,,"Technological advances have led to an unprecedented growth of biological data. The main challenge in the post-genomic era is to interpret and make sense out of these data and ultimately answer important biological questions ranging from determining the function and …"
0,"L Weber, N Aguse, N Chia, M El-Kebir","PhyDOSE: Design of Follow-up Single-cell Sequencing Experiments of Tumors",2020,"BioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/2020.03.30.016410v1.abstract","",50,"2020-05-04 02:39:48","","","","",,,,,0,0.00,0,4,1,"The combination of bulk and single-cell DNA sequencing data of the same tumor enables the inference of high-fidelity phylogenies that form the input to many important downstream analyses in cancer genomics. While many studies simultaneously perform bulk and single …"
0,"N Aguse, Y Qi, M El-Kebir","Supplementary Material—Summarizing the Solution Space in Tumor Phylogeny Inference by Multiple Consensus Trees",,"pdfs.semanticscholar.org","","https://pdfs.semanticscholar.org/588c/d9b6a0dca610e9d990d80658a9971fce0def.pdf","",51,"2020-05-04 02:39:48","PDF","","","",,,,,0,0.00,0,3,,"A. 1 Combinatorial Structure and Complexity A. 1.1 Combinatorial Characterization of Optimal Solutions (Main Text) Theorem 1. Given input trees T={T1,..., Tn}, there exists a consensus tree R with minimum distance d (T, R)=∑ ni= 1 d (Ti, R) that is a maximum weight …"
